description Old,description New ,similarity,Title New,Title Old,similarity
"عاد زعيم تنظيم القاعدة، أيمن الظواهري، إلى الواجهة، مجددا، صباح الثلاثاء، بعدما صار حضوره ""خافتا"" خلال الأعوام الأخيرة، لكن عودته لم تكن عبر هجوم جديد في الولايات المتحدة أو عاصمة أخرى غربية، وإنما عبر خبر مقتله في غارة نفذتها وكالة الاستخبارات المركزية الأميركية بأفغانستان، نهاية الأسبوع الماضي.","عاد زعيم تنظيم القاعدة، أيمن الظواهري، إلى الواجهة، مجددا، صباح الثلاثاء، بعدما صار حضوره ""خافتا"" خلال الأعوام الأخيرة، لكن عودته لم تكن عبر هجوم جديد في الولايات المتحدة أو عاصمة أخرى غربية، وإنما عبر خبر مقتله في غارة نفذتها وكالة الاستخبارات المركزية الأميركية بأفغانستان، نهاية الأسبوع الماضي.",1.0,أيمن الظواهري.. من طبيب جراح إلى صدارة قوائم الإرهاب العالمي, أيمن الظواهري.. من طبيب جراح إلى صدارة قوائم الإرهاب العالمي ,0.9836065573770492
"انقسمت ردود الفعل العراقية على دعوة زعيم التيار الصدري مقتدى الصدر، إلى تغيير النظام الحاكم، ما بين من اعتبروها دعوة لـ""الإصلاح""، ومن وصفوها بأنها ""انقلاب""، وآخرون ينأون بأنفسهم عن أطراف الصراع بأكملها.","انقسمت ردود الفعل العراقية على دعوة زعيم التيار الصدري مقتدى الصدر، إلى تغيير النظام الحاكم، ما بين من اعتبروها دعوة لـ""الإصلاح""، ومن وصفوها بأنها ""انقلاب""، وآخرون ينأون بأنفسهم عن أطراف الصراع بأكملها.",1.0,العراق.. انقسام شعبي حيال دعوة الصدر لتغيير النظام الحاكم, خاص العراق.. انقسام شعبي حيال دعوة الصدر لتغيير النظام الحاكم ,0.95
يُكثّف عناصر الإنقاذ في ولاية كنتاكي الأميركية عمليات البحث عن ضحايا الفيضانات التي دمرت شرق الولاية وأودت بحياة 28 شخصا على الأقل في ظل سوء أحوال الطقس، حسبما أفاد حاكم الولاية الأحد.,يُكثّف عناصر الإنقاذ في ولاية كنتاكي الأميركية عمليات البحث عن ضحايا الفيضانات التي دمرت شرق الولاية وأودت بحياة 28 شخصا على الأقل في ظل سوء أحوال الطقس، حسبما أفاد حاكم الولاية الأحد.,1.0,أميركا.. ارتفاع حصيلة ضحايا فيضانات كنتاكي المدمرة, أميركا.. ارتفاع حصيلة ضحايا فيضانات كنتاكي المدمرة ,0.9803921568627451
انهار جزء من صوامع مرفأ بيروت، مساء الأحد، قبل أيام من الذكرى السنوية الثانية للانفجار الضخم الذي وقع في المرفأ وتسبب في خسائر بشرية ومادية ضخمة، فيما توقع مسؤولون انهيار صومعتين أخريين من الجهة الشمالية.,انهار جزء من صوامع مرفأ بيروت، مساء الأحد، قبل أيام من الذكرى السنوية الثانية للانفجار الضخم الذي وقع في المرفأ وتسبب في خسائر بشرية ومادية ضخمة، فيما توقع مسؤولون انهيار صومعتين أخريين من الجهة الشمالية.,1.0,فيديو.. انهيار جزء من صوامع بيروت وتوقعات المزيد, خاص فيديو.. انهيار جزء من صوامع بيروت وتوقعات المزيد ,0.9411764705882353
"نقلت وكالة ""فارس"" شبه الرسمية للأنباء عن محمد إسلامي رئيس منظمة الطاقة الذرية الإيرانية قوله يوم الاثنين، إن إيران لديها القدرة التقنية على إنتاج قنبلة ذرية لكنها لا تنوي القيام بذلك.","نقلت وكالة ""فارس"" شبه الرسمية للأنباء عن محمد إسلامي رئيس منظمة الطاقة الذرية الإيرانية قوله يوم الاثنين، إن إيران لديها القدرة التقنية على إنتاج قنبلة ذرية لكنها لا تنوي القيام بذلك.",1.0,مسؤول إيراني: لدينا القدرة التقنية لإنتاج قنبلة ذرية, مسؤول إيراني: لدينا القدرة التقنية لإنتاج قنبلة ذرية ,0.9811320754716981
بعد عدة عيوب وتحطم 3 مقاتلات منها، أعلن سلاح الجو الأميركي تعليق عمل معظم طائرات إف-35 الشبحية الأكثر تطورا في جميع أنحاء العالم بشكل مؤقت، بسبب عطل فني في مقعد الطيار.,بعد عدة عيوب وتحطم 3 مقاتلات منها، أعلن سلاح الجو الأميركي تعليق عمل معظم طائرات إف-35 الشبحية الأكثر تطورا في جميع أنحاء العالم بشكل مؤقت، بسبب عطل فني في مقعد الطيار.,1.0,"عطل قاتل وراء سحب واشنطن طائرة ""الشبح"" حول العالم"," عطل قاتل وراء سحب واشنطن طائرة ""الشبح"" حول العالم ",0.98
"كشف شهود عيان لموقع ""سكاي نيوز عربية"" تفاصيل الحادث المأساوي الذي وقع الاثنين بمنطقة بنت بيه جنوب ليبيا، وأسفر عن سقوط قتلى وعشرات المصابين.","كشف شهود عيان لموقع ""سكاي نيوز عربية"" تفاصيل الحادث المأساوي الذي وقع الاثنين بمنطقة بنت بيه جنوب ليبيا، وأسفر عن سقوط قتلى وعشرات المصابين.",1.0,شهود يكشفون لسكاي نيوز تفاصيل انفجار الشاحنة المروع في ليبيا, خاص شهود يكشفون لسكاي نيوز تفاصيل انفجار الشاحنة المروع في ليبيا ,0.9523809523809523
طالب الرئيس الأوكراني فولوديمير زيلينسكي، حكومته بالبدء الفوري في تنفيذ عملية إجلاء إلزامي للسكان من منطقة دونيتسك شرقي البلاد التي تشهد قتالا ضاريا مع روسيا.,طالب الرئيس الأوكراني فولوديمير زيلينسكي، حكومته بالبدء الفوري في تنفيذ عملية إجلاء إلزامي للسكان من منطقة دونيتسك شرقي البلاد التي تشهد قتالا ضاريا مع روسيا.,1.0,ماذا سيحقق زيلينسكي من خطة إخلاء دونباس؟, خاص ماذا سيحقق زيلينسكي من خطة إخلاء دونباس؟ ,0.9302325581395349
أثار طفل موريتاني علق في سد تغمره السيول، لأزيد من 24 ساعة، تعاطفا كبيرا على المواقع الاجتماعية، قبل أن يعلن رئيس الجمهورية نجاح جهود إنقاذه.,أثار طفل موريتاني علق في سد تغمره السيول، لأزيد من 24 ساعة، تعاطفا كبيرا على المواقع الاجتماعية، قبل أن يعلن رئيس الجمهورية نجاح جهود إنقاذه.,1.0,"""شبّو"".. نهاية سعيدة لطفل موريتاني حاصرته السيول يوما كاملا"," ""شبّو"".. نهاية سعيدة لطفل موريتاني حاصرته السيول يوما كاملا ",0.9833333333333333
جاءت تصريحات وزير الدفاع البريطاني، بن والاس، حول المرشحة الأوفر حظا، ليز تراس، لتمنحها دفعة كبيرة في طريقها لخلافة رئيس الوزراء البريطاني المستقيل بوريس جونسون.,جاءت تصريحات وزير الدفاع البريطاني، بن والاس، حول المرشحة الأوفر حظا، ليز تراس، لتمنحها دفعة كبيرة في طريقها لخلافة رئيس الوزراء البريطاني المستقيل بوريس جونسون.,1.0,"بدعم الوزير ""الأكثر شعبية"".. هل تقترب تراس من خلافة جونسون؟"," بدعم الوزير ""الأكثر شعبية"".. هل تقترب تراس من خلافة جونسون؟ ",0.9833333333333333
