description Old,description New ,similarity,Title New,Title Old,similarity
بعد رئيس الوزراء البريطاني بوريس جونسون الذي ودع مجلس العموم (البرلمان)، الأربعاء، تقدم رئيس الوزراء الإيطالي ماريو دراغي بالاستقالة من منصبه، حيث وافق الرئيس سيرجو ماتاريلا عليها هذه المرة، طالبا منه قيادة حكومة تصريف أعمال، بعد رفضه طلب الاستقالة الأول قبل أيام قليلة.,بعد رئيس الوزراء البريطاني بوريس جونسون الذي ودع مجلس العموم (البرلمان)، الأربعاء، تقدم رئيس الوزراء الإيطالي ماريو دراغي بالاستقالة من منصبه، حيث وافق الرئيس سيرجو ماتاريلا عليها هذه المرة، طالبا منه قيادة حكومة تصريف أعمال، بعد رفضه طلب الاستقالة الأول قبل أيام قليلة.,1.0,رحيل دراغي وانتخابات مبكرة.. كيف عبثت حرب أوكرانيا بإيطاليا؟, خاص رحيل دراغي وانتخابات مبكرة.. كيف عبثت حرب أوكرانيا بإيطاليا؟ ,0.9523809523809523
"رفضت الحكومة التركية، على لسان وزير الخارجية، الاتهامات الموجهة لها بتنفيذ ضربة أودت بحياة مدنيين في شمال العراق، بينما دانت جامعة الدول العربية ""الهجوم التركي"".","رفضت الحكومة التركية، على لسان وزير الخارجية، الاتهامات الموجهة لها بتنفيذ ضربة أودت بحياة مدنيين في شمال العراق، بينما دانت جامعة الدول العربية ""الهجوم التركي"".",1.0,"تركيا ترفض اتهامات هجوم شمال العراق: لا تقعوا في ""الفخ"""," تركيا ترفض اتهامات هجوم شمال العراق: لا تقعوا في ""الفخ"" ",0.9821428571428571
قتل 3 عسكريين سوريين وأصيب 7 آخرين في قصف صاروخي إسرائيلي استهدف مواقع قرب دمشق، في الساعات الأولى من صباح الجمعة بالتوقيت المحلي، حسبما أعلنت وكالة الأنباء السورية (سانا).,قتل 3 عسكريين سوريين وأصيب 7 آخرين في قصف صاروخي إسرائيلي استهدف مواقع قرب دمشق، في الساعات الأولى من صباح الجمعة بالتوقيت المحلي، حسبما أعلنت وكالة الأنباء السورية (سانا).,1.0,مقتل 3 عسكريين سوريين وإصابة 7 في قصف إسرائيلي قرب دمشق, مقتل 3 عسكريين سوريين وإصابة 7 في قصف إسرائيلي قرب دمشق ,0.9821428571428571
وسط أزمة حادة سياسيا واقتصاديا تكاد تدفع سريلانكا نحو حافة الهاوية، يتنافس 3 مرشحين نالوا ثقة البرلمان السريلانكي الأربعاء لخلافة الرئيس السريلانكي السابق غوتابايا راجاباكسا، الذي لاذ بالفرار لخارج البلاد بعد استقالته الأسبوع الماضي، على خلفية تصاعد الأزمة الاقتصادية والتي فجرت غضبا شعبيا عارما عليه.,وسط أزمة حادة سياسيا واقتصاديا تكاد تدفع سريلانكا نحو حافة الهاوية، يتنافس 3 مرشحين نالوا ثقة البرلمان السريلانكي الأربعاء لخلافة الرئيس السريلانكي السابق غوتابايا راجاباكسا، الذي لاذ بالفرار لخارج البلاد بعد استقالته الأسبوع الماضي، على خلفية تصاعد الأزمة الاقتصادية والتي فجرت غضبا شعبيا عارما عليه.,1.0,سريلانكا.. من هم مرشحو السباق الرئاسي وما حظوظهم؟, خاص سريلانكا.. من هم مرشحو السباق الرئاسي وما حظوظهم؟ ,0.9423076923076923
تراجعت موجة حرائق الغابات الأخيرة في أوروبا وسط درجات حرارة منخفضة، الخميس، مع عدم وجود تقارير عن اندلاع حرائق في البرتغال، بينما بدأ رجال الإطفاء الفرنسيون السيطرة على حريقين كبيرين، وأخمدت إسبانيا حريقا أودى بحياة شخصين في نهاية الأسبوع الماضي.,تراجعت موجة حرائق الغابات الأخيرة في أوروبا وسط درجات حرارة منخفضة، الخميس، مع عدم وجود تقارير عن اندلاع حرائق في البرتغال، بينما بدأ رجال الإطفاء الفرنسيون السيطرة على حريقين كبيرين، وأخمدت إسبانيا حريقا أودى بحياة شخصين في نهاية الأسبوع الماضي.,1.0,تراجع حرائق الغابات في أوروبا بعد انخفاض درجات الحرارة, تراجع حرائق الغابات في أوروبا بعد انخفاض درجات الحرارة ,0.9818181818181818
حذرت الولايات المتحدة إيران من خطر التبعية لروسيا، وذلك غداة زيارة الرئيس الروسي فلاديمير بوتن لطهران للمشاركة في قمة ثلاثية ضمت إيران وروسيا وتركيا في العاصمة الإيرانية.,حذرت الولايات المتحدة إيران من خطر التبعية لروسيا، وذلك غداة زيارة الرئيس الروسي فلاديمير بوتن لطهران للمشاركة في قمة ثلاثية ضمت إيران وروسيا وتركيا في العاصمة الإيرانية.,1.0,"واشنطن تحذر طهران من خطر ""التبعية"" لموسكو"," واشنطن تحذر طهران من خطر ""التبعية"" لموسكو ",0.9761904761904762
قال رئيس المخابرات المركزية الأميركية، وليام بيرنز، إن الرئيس الروسي فلاديمير بوتن يتمتع بصحة جيدة للغاية، قاطعا الطريق على تقارير غربية متكررة شككت في صحة بوتن البالغ من العمر (69 عاما).,قال رئيس المخابرات المركزية الأميركية، وليام بيرنز، إن الرئيس الروسي فلاديمير بوتن يتمتع بصحة جيدة للغاية، قاطعا الطريق على تقارير غربية متكررة شككت في صحة بوتن البالغ من العمر (69 عاما).,1.0,"بشهادة المخابرات الأميركية.. صحة بوتن ""أكثر من ممتازة"""," بشهادة المخابرات الأميركية.. صحة بوتن ""أكثر من ممتازة"" ",0.9818181818181818
"قال نائب رئيس الوزراء الروسي ألكسندر نوفاك، الأربعاء، إن موسكو لن تورد النفط إلى السوق العالمية إذا فُرض سقف للأسعار أقل من تكلفة الإنتاج، حسبما أفادت وكالة أنباء ""إنترفاكس"" الروسية.","قال نائب رئيس الوزراء الروسي ألكسندر نوفاك، الأربعاء، إن موسكو لن تورد النفط إلى السوق العالمية إذا فُرض سقف للأسعار أقل من تكلفة الإنتاج، حسبما أفادت وكالة أنباء ""إنترفاكس"" الروسية.",1.0,"روسيا ترفض اقتراح ""سقف أسعار النفط"""," روسيا ترفض اقتراح ""سقف أسعار النفط"" ",0.9722222222222222
عمل رجال الإطفاء خلال الليل على إخماد حرائق الغابات وسارع المهندسون اليوم الأربعاء لإصلاح قضبان القطارات التي تأثرت بسبب الحرارة فيما استيقظت بريطانيا على تداعيات اليوم الأكثر حرا في تاريخها.,عمل رجال الإطفاء خلال الليل على إخماد حرائق الغابات وسارع المهندسون اليوم الأربعاء لإصلاح قضبان القطارات التي تأثرت بسبب الحرارة فيما استيقظت بريطانيا على تداعيات اليوم الأكثر حرا في تاريخها.,1.0,اليوم الأكثر سخونة في تاريخها.. بريطانيا تحصي خسائرها, اليوم الأكثر سخونة في تاريخها.. بريطانيا تحصي خسائرها ,0.9814814814814815
"نفى رئيس هيئة الأركان المشتركة الأميركي الجنرال مارك ميلي، اليوم الخميس، تدمير روسيا لأي من منظومات صواريخ ""هيمارس"" في أوكرانيا.","نفى رئيس هيئة الأركان المشتركة الأميركي الجنرال مارك ميلي، اليوم الخميس، تدمير روسيا لأي من منظومات صواريخ ""هيمارس"" في أوكرانيا.",1.0,"أميركا تنفي تدمير روسيا لمنظومة ""هيمارس"" في أوكرانيا"," أميركا تنفي تدمير روسيا لمنظومة ""هيمارس"" في أوكرانيا ",0.9811320754716981
