description Old,description New ,similarity,Title New,Title Old,similarity
نفت الخارجية البريطانية صحة تقارير إيرانية بشأن اعتقال الحرس الثوري لدبلوماسي بريطاني رفيع بمزاعم تجسس في طهران.,نفت الخارجية البريطانية صحة تقارير إيرانية بشأن اعتقال الحرس الثوري لدبلوماسي بريطاني رفيع بمزاعم تجسس في طهران.,1.0,بريطانيا تنفي اعتقال دبلوماسي رفيع في طهران بمزاعم تجسس, بريطانيا تنفي اعتقال دبلوماسي رفيع في طهران بمزاعم تجسس ,0.9821428571428571
بدأ حجاج بيت الله الحرام بالتوافد، صباح الخميس، إلى مشعر منى لقضاء يوم التروية 8 من ذي الحجة، متبعين ومقتدين بسنة النبي محمد صلى الله عليه وسلم في صورة روحانية وإيمانية.,بدأ حجاج بيت الله الحرام بالتوافد، صباح الخميس، إلى مشعر منى لقضاء يوم التروية 8 من ذي الحجة، متبعين ومقتدين بسنة النبي محمد صلى الله عليه وسلم في صورة روحانية وإيمانية.,1.0,فيديو.. ضيوف الرحمن يتوافدون إلى مشعر منى لقضاء يوم التروية, فيديو.. ضيوف الرحمن يتوافدون إلى مشعر منى لقضاء يوم التروية ,0.9833333333333333
قضت محكمة أميركية، الخميس، على ضابط شرطة منيابوليس السابق ديريك تشوفين، الذي أدين العام الماضي بقتل جورج فلويد، بالسجن لمدة 21 عاما، لإدانته في تهم اتحادية منفصلة تتعلق بانتهاك حقوق فلويد المدنية خلال عملية إلقاء القبض عليه، التي أدت إلى وفاته في مايو 2020.,قضت محكمة أميركية، الخميس، على ضابط شرطة منيابوليس السابق ديريك تشوفين، الذي أدين العام الماضي بقتل جورج فلويد، بالسجن لمدة 21 عاما، لإدانته في تهم اتحادية منفصلة تتعلق بانتهاك حقوق فلويد المدنية خلال عملية إلقاء القبض عليه، التي أدت إلى وفاته في مايو 2020.,1.0,حكم جديد على الضابط قاتل جورج فلويد, حكم جديد على الضابط قاتل جورج فلويد ,0.9722222222222222
أعلن النائب البريطاني المحافظ توم توغندات مساء الخميس، اعتزامه خوض المعركة لخلافة بوريس جونسون، مفتتحا بذلك سباق الترشحيات بعد إعلان رئيس الوزراء البريطاني استقالته إثر فضائح عدة وسلسلة إخفاقات في حكومته.,أعلن النائب البريطاني المحافظ توم توغندات مساء الخميس، اعتزامه خوض المعركة لخلافة بوريس جونسون، مفتتحا بذلك سباق الترشحيات بعد إعلان رئيس الوزراء البريطاني استقالته إثر فضائح عدة وسلسلة إخفاقات في حكومته.,1.0,نائب بريطاني: سألبي النداء رئيسا للوزراء خلفا لجونسون, نائب بريطاني: سألبي النداء رئيسا للوزراء خلفا لجونسون ,0.9814814814814815
"أفادت صحيفة ""ذا ميرور"" أن رئيس الوزراء البريطاني بوريس جونسون، الذي قال اليوم الخميس إنه سيستقيل، من المقرر أن يقيم حفل زفاف كبير في مقر إقامته الرسمي بتشيكرز للاحتفال بزفافه من زوجته كاري في وقت لاحق من الشهر الجاري.","أفادت صحيفة ""ذا ميرور"" أن رئيس الوزراء البريطاني بوريس جونسون، الذي قال اليوم الخميس إنه سيستقيل، من المقرر أن يقيم حفل زفاف كبير في مقر إقامته الرسمي بتشيكرز للاحتفال بزفافه من زوجته كاري في وقت لاحق من الشهر الجاري.",1.0,"""سبب"" تأجيل الرحيل.. جونسون يعتزم إقامة حفل زفاف ""فخم"""," ""سبب"" تأجيل الرحيل.. جونسون يعتزم إقامة حفل زفاف ""فخم"" ",0.9818181818181818
بعدما بسطت روسيا سيطرتها على منطقة لوغانسك، بدأت قواتها الزحف نحو بقية المدن في إقليم دونباس الذي تنتمي إليه لوغانسك، ويرتكز الجهد العسكري الروسب حاليا على ثلاثة مدن بعينها.,بعدما بسطت روسيا سيطرتها على منطقة لوغانسك، بدأت قواتها الزحف نحو بقية المدن في إقليم دونباس الذي تنتمي إليه لوغانسك، ويرتكز الجهد العسكري الروسب حاليا على ثلاثة مدن بعينها.,1.0,بعد لوغانسك.. عين روسيا على 3 مدن في دونيتسك, بعد لوغانسك.. عين روسيا على 3 مدن في دونيتسك ,0.9777777777777777
بعد فراره لمدة 28 عاما، تسلمت إيطاليا أخيرا مواطنها روكو مورابيتو، وهو واحد من أخطر رجال المافيا المطلوبين عالميا.,بعد فراره لمدة 28 عاما، تسلمت إيطاليا أخيرا مواطنها روكو مورابيتو، وهو واحد من أخطر رجال المافيا المطلوبين عالميا.,1.0,"بعد فرار 28 عاما.. ""ملك الكوكايين"" في قبضة إيطاليا أخيرا"," بعد فرار 28 عاما.. ""ملك الكوكايين"" في قبضة إيطاليا أخيرا ",0.9824561403508771
"أسندت النيابة العامة في الأردن عدة جرائم لثمانية أشخاص على خلفية الحادث ""الكارثي""، الذي وقع في ميناء العقبة، وشهد تسرب غاز الكلورين من صهريج.","أسندت النيابة العامة في الأردن عدة جرائم لثمانية أشخاص على خلفية الحادث ""الكارثي""، الذي وقع في ميناء العقبة، وشهد تسرب غاز الكلورين من صهريج.",1.0,الأردن.. توقيف 8 أشخاص على خلفية حادثة غاز العقبة, الأردن.. توقيف 8 أشخاص على خلفية حادثة غاز العقبة ,0.98
اندفع سكان نيوزيلندا صوب شبكات التواصل للإبلاغ عن أمر غريب شاهدوه، الخميس، وهو نيزك يحلق في وضح النهار، بينما شبّه آخرون صوت انفجاره بصوت الزلزال، حتى ظن البعض أنه كذلك.,اندفع سكان نيوزيلندا صوب شبكات التواصل للإبلاغ عن أمر غريب شاهدوه، الخميس، وهو نيزك يحلق في وضح النهار، بينما شبّه آخرون صوت انفجاره بصوت الزلزال، حتى ظن البعض أنه كذلك.,1.0,فيديو يرصد نيزكا نادرا.. ظهر في وضح النهار, فيديو يرصد نيزكا نادرا.. ظهر في وضح النهار ,0.9767441860465116
قال مسؤولون أوكرانيون، الأربعاء، إن القوات الأوكرانية أحبطت حتى الآن محاولة روسية للتقدم إلى شمال منطقة دونيتسك غير أن مدينة سلوفيانسك ومناطق مدنية أخرى تعرضت لقصف مكثف.,قال مسؤولون أوكرانيون، الأربعاء، إن القوات الأوكرانية أحبطت حتى الآن محاولة روسية للتقدم إلى شمال منطقة دونيتسك غير أن مدينة سلوفيانسك ومناطق مدنية أخرى تعرضت لقصف مكثف.,1.0,معركة دونباس.. قتال عنيف وتوغل روسي صوب دونيتسك, معركة دونباس.. قتال عنيف وتوغل روسي صوب دونيتسك ,0.9791666666666666
