description Old,description New ,similarity,Title New,Title Old,similarity
في ظل تسارع العملية العسكرية الروسية في أوكرانيا، اعترفت الأخيرة بخسارة ما يقرب من ربع البلاد لصالح موسكو، لتثار تساؤلات حول المناطق التالية التي ستكون هدف موسكو في حملتها العسكرية.,في ظل تسارع العملية العسكرية الروسية في أوكرانيا، اعترفت الأخيرة بخسارة ما يقرب من ربع البلاد لصالح موسكو، لتثار تساؤلات حول المناطق التالية التي ستكون هدف موسكو في حملتها العسكرية.,1.0,تحولات متسارعة في معارك أوكرانيا.. ما هي خطوة بوتن القادمة؟, خاص تحولات متسارعة في معارك أوكرانيا.. ما هي خطوة بوتن القادمة؟ ,0.9516129032258065
خرج مئات الأشخاص في بولاية أوهايو، الأحد، في تظاهرة للاحتجاج على مقتل شاب أميركي من أصل أفريقي برصاص الشرطة.,خرج مئات الأشخاص في بولاية أوهايو، الأحد، في تظاهرة للاحتجاج على مقتل شاب أميركي من أصل أفريقي برصاص الشرطة.,1.0,أوهايو.. مظاهرات بعد مقتل شاب أسود بوابل من الرصاص, أوهايو.. مظاهرات بعد مقتل شاب أسود بوابل من الرصاص ,0.9803921568627451
أدت درجات الحرارة المرتفعة هذا الصيف، إلى انهيار أجزاء من جبل جليدي بين جبال الألب، مما تسبب بمأساة سجلت مقتل 6 أشخاص على الأقل.,أدت درجات الحرارة المرتفعة هذا الصيف، إلى انهيار أجزاء من جبل جليدي بين جبال الألب، مما تسبب بمأساة سجلت مقتل 6 أشخاص على الأقل.,1.0,فيديو الكارثة.. انهيار في جبال الألب يقتل 6 أشخاص, فيديو الكارثة.. انهيار في جبال الألب يقتل 6 أشخاص ,0.98
أكد وزير الخارجية المصري سامح شكري، اليوم الأحد، أن الاضطرابات التي حدثت مؤخرا في ليبيا تعد مؤشرا لعدم رضا قطاعات عريضة من الشعب بسبب استمرار الأزمة وإرجاء العملية السياسية الانتخابية والوصول إلى التوافق المنشود.,أكد وزير الخارجية المصري سامح شكري، اليوم الأحد، أن الاضطرابات التي حدثت مؤخرا في ليبيا تعد مؤشرا لعدم رضا قطاعات عريضة من الشعب بسبب استمرار الأزمة وإرجاء العملية السياسية الانتخابية والوصول إلى التوافق المنشود.,1.0,شكري: تعليق العملية السياسية تسبب باضطرابات في ليبيا, شكري: تعليق العملية السياسية تسبب باضطرابات في ليبيا ,0.9811320754716981
استعاد الجيش البريطاني السيطرة على حسابه على موقع تويتر وقناته على يوتيوب بعد اختراقهما لفترة وجيزة واستخدامهما لنشر تعليقات عن عملات مشفرة ورموز غير قابلة للاستبدال.,استعاد الجيش البريطاني السيطرة على حسابه على موقع تويتر وقناته على يوتيوب بعد اختراقهما لفترة وجيزة واستخدامهما لنشر تعليقات عن عملات مشفرة ورموز غير قابلة للاستبدال.,1.0,الجيش البريطاني يعلن استعادة حسابه على تويتر ويوتيوب, الجيش البريطاني يعلن استعادة حسابه على تويتر ويوتيوب ,0.9811320754716981
"أعلنت الحكومة الألمانية، مؤخرا، تفعيل خطة الطوارئ الخاصة بالغاز في البلاد، بالتزامن مع إعلان شركة ""نورد ستريم""، المسؤولة عن تشغيل خط أنابيب ""نورد ستريم 1""، اتجاهها لوقف عمليات ضخ الغاز من روسيا إلى أوروبا بشكل مؤقت لتنفيذ أعمال صيانة، وذلك من 11 إلى 21 يوليو الجاري.","أعلنت الحكومة الألمانية، مؤخرا، تفعيل خطة الطوارئ الخاصة بالغاز في البلاد، بالتزامن مع إعلان شركة ""نورد ستريم""، المسؤولة عن تشغيل خط أنابيب ""نورد ستريم 1""، اتجاهها لوقف عمليات ضخ الغاز من روسيا إلى أوروبا بشكل مؤقت لتنفيذ أعمال صيانة، وذلك من 11 إلى 21 يوليو الجاري.",1.0,"وقف ""نورد ستريم 1"" للصيانة.. روسيا تناور ألمانيا بورقة الغاز"," خاص وقف ""نورد ستريم 1"" للصيانة.. روسيا تناور ألمانيا بورقة الغاز ",0.9523809523809523
ضربة قوية تعرضت لها شركة تسلا، بعد كشف عيب غريب في السيارة داخل ألمانيا، سيؤدي إلى سحب 59 ألف سيارة من الأسواق العالمية.,ضربة قوية تعرضت لها شركة تسلا، بعد كشف عيب غريب في السيارة داخل ألمانيا، سيؤدي إلى سحب 59 ألف سيارة من الأسواق العالمية.,1.0,"سحب عشرات الآلاف من سيارات تسلا بسبب ""عيب غريب"""," سحب عشرات الآلاف من سيارات تسلا بسبب ""عيب غريب"" ",0.9791666666666666
أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,1.0,قرر الانتحار فأنهى حياته غرقاً بغسالة, قرر الانتحار فأنهى حياته غرقاً بغسالة ,0.9736842105263158
"أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".","أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".",1.0,توقف حركة الملاحة في مطار بغداد الدولي, توقف حركة الملاحة في مطار بغداد الدولي ,0.9743589743589743
تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,1.0,"حلزونات ""بحجم الفأر"" تغزو ولاية أميركية.. أضراره بالغة"," حلزونات ""بحجم الفأر"" تغزو ولاية أميركية.. أضراره بالغة ",0.9818181818181818
