description Old,description New ,similarity,Title New,Title Old,similarity
قالت رئيسة مجلس النواب الأميركي نانسي بيلوسي، اليوم الأربعاء، إن الصين لا يمكنها منع قادة العالم من السفر إلى تايوان.,قالت رئيسة مجلس النواب الأميركي نانسي بيلوسي، اليوم الأربعاء، إن الصين لا يمكنها منع قادة العالم من السفر إلى تايوان.,1.0,بيلوسي تصدر بيانا بعد زيارة تايون وتوجه رسالة إلى الصين, بيلوسي تصدر بيانا بعد زيارة تايون وتوجه رسالة إلى الصين ,0.9821428571428571
أعلنت أذربيجان الأربعاء انها سيطرت على مرتفعات استراتيجية عدة في إقليم ناغورني كاراباخ المتنازع عليه مع أرمينيا.,أعلنت أذربيجان الأربعاء انها سيطرت على مرتفعات استراتيجية عدة في إقليم ناغورني كاراباخ المتنازع عليه مع أرمينيا.,1.0,أذربيجان تعلن السيطرة على مواقع عدة في ناغورني كاراباخ, أذربيجان تعلن السيطرة على مواقع عدة في ناغورني كاراباخ ,0.9818181818181818
"أفاد مراسل ""سكاي نيوز عربية"" في بغداد، بأن زعيم التيار الصدري مقتدى الصدر، دعا المعتصمين إلى إخلاء البرلمان العراقي والاعتصام بمحيطه.","أفاد مراسل ""سكاي نيوز عربية"" في بغداد، بأن زعيم التيار الصدري مقتدى الصدر، دعا المعتصمين إلى إخلاء البرلمان العراقي والاعتصام بمحيطه.",1.0,الصدر يدعو المعتصمين لإخلاء البرلمان العراقي, الصدر يدعو المعتصمين لإخلاء البرلمان العراقي ,0.9777777777777777
"قال وزير الدفاع الروسي سيرغي شويغو إن القوات الروسية نجحت في تدمير 6 راجمات صواريخ أميركية من طراز ""هيمارس"".","قال وزير الدفاع الروسي سيرغي شويغو إن القوات الروسية نجحت في تدمير 6 راجمات صواريخ أميركية من طراز ""هيمارس"".",1.0,"شويغو: قواتنا دمرت 6 راجمات ""هيمارس"" في أوكرانيا"," شويغو: قواتنا دمرت 6 راجمات ""هيمارس"" في أوكرانيا ",0.9795918367346939
أصابت الحيرة سكان منطقة في شمالي تشيلي بعدما رأوا حفرة عملاقة بشكل غامض، وما يثير الغرابة في القصة هو أن الحفرة تواصل الاتساع.,أصابت الحيرة سكان منطقة في شمالي تشيلي بعدما رأوا حفرة عملاقة بشكل غامض، وما يثير الغرابة في القصة هو أن الحفرة تواصل الاتساع.,1.0,فيديو لحفرة عملاقة تثير الحيرة والقلق في تشيلي.. ما قصتها؟, فيديو لحفرة عملاقة تثير الحيرة والقلق في تشيلي.. ما قصتها؟ ,0.9830508474576272
وسط التوترات المتزايدة التي أحدثتها زيارة رئيسة مجلس النواب الأميركي نانسي بيلوسي إلى تايوان، ترتفع المخاوف من تبعات التصعيد المتوقع، على ميدان صناعة الهواتف الذكية وأجهزة الكمبيوتر والاستشعار، لاسيما أن تايبيه تصنع 60 بالمئة من أشباه الموصلات في العالم.,وسط التوترات المتزايدة التي أحدثتها زيارة رئيسة مجلس النواب الأميركي نانسي بيلوسي إلى تايوان، ترتفع المخاوف من تبعات التصعيد المتوقع، على ميدان صناعة الهواتف الذكية وأجهزة الكمبيوتر والاستشعار، لاسيما أن تايبيه تصنع 60 بالمئة من أشباه الموصلات في العالم.,1.0,توترات تايوان.. مخاوف تلف سوق الأجهزة الإلكترونية عالميا, توترات تايوان.. مخاوف تلف سوق الأجهزة الإلكترونية عالميا ,0.9824561403508771
تتصاعد الأزمات الدولية ونذر المواجهات المباشرة على وقعها بين القوى الكبرى حول العالم، من أوكرانيا وشرق أوروبا وشمالها إلى تايوان وجنوب شرق آسيا.,تتصاعد الأزمات الدولية ونذر المواجهات المباشرة على وقعها بين القوى الكبرى حول العالم، من أوكرانيا وشرق أوروبا وشمالها إلى تايوان وجنوب شرق آسيا.,1.0,مخاوف متعاظمة.. تحذير أممي من إبادة نووية للعالم, مخاوف متعاظمة.. تحذير أممي من إبادة نووية للعالم ,0.9795918367346939
في ظل عملية الشد والجذب المستمرة بين موسكو وواشنطن في الملعب الأوكراني، أعلنت الولايات المتحدة، يوم الإثنين، عن حزمة مساعدات عسكرية جديدة لكييف بقيمة 550 مليون دولار، في استمرار للدعم العسكري الغربي وسط مخاوف من أن يؤثر ذلك على اتفاق الحبوب الموقع في تركيا منذ أيام.,في ظل عملية الشد والجذب المستمرة بين موسكو وواشنطن في الملعب الأوكراني، أعلنت الولايات المتحدة، يوم الإثنين، عن حزمة مساعدات عسكرية جديدة لكييف بقيمة 550 مليون دولار، في استمرار للدعم العسكري الغربي وسط مخاوف من أن يؤثر ذلك على اتفاق الحبوب الموقع في تركيا منذ أيام.,1.0,أوكرانيا ووعد أميركا.. هل يتأثر اتفاق إسطنبول بخطوة بايدن؟, خاص أوكرانيا ووعد أميركا.. هل يتأثر اتفاق إسطنبول بخطوة بايدن؟ ,0.9508196721311475
فيما يمكن اعتباره ثورة في عالم زراعة الأعضاء، تمكن الباحثون من إنتاج أجنة فئران اصطناعية من الخلايا الجذعية، مما أدى إلى إزالة الحاجة إلى الحيوانات المنوية والبويضات وحتى الرحم.,فيما يمكن اعتباره ثورة في عالم زراعة الأعضاء، تمكن الباحثون من إنتاج أجنة فئران اصطناعية من الخلايا الجذعية، مما أدى إلى إزالة الحاجة إلى الحيوانات المنوية والبويضات وحتى الرحم.,1.0,سابقة علمية.. إنتاج أجنة دون الحاجة لنطاف أو بويضات أو رحم, سابقة علمية.. إنتاج أجنة دون الحاجة لنطاف أو بويضات أو رحم ,0.9830508474576272
ألقت الشرطة الأميركية في ولاية يوتاه القبض على رجل، بتهمة التسبب في حرائق ضخمة في الغابات، بينما كان يحاول قتل عنكبوت.,ألقت الشرطة الأميركية في ولاية يوتاه القبض على رجل، بتهمة التسبب في حرائق ضخمة في الغابات، بينما كان يحاول قتل عنكبوت.,1.0,حاول حرق العنكبوت فأحرق الغابة, حاول حرق العنكبوت فأحرق الغابة ,0.967741935483871
في 29 يونيو الماضي، سجلت الأرض أقصر يوم لها على الإطلاق، وهو رقم قياسي لم يسجل منذ الستينيات، حين بدأ العلماء يقيسون دوران الكوكب بساعات ذرية عالية الدقة.,في 29 يونيو الماضي، سجلت الأرض أقصر يوم لها على الإطلاق، وهو رقم قياسي لم يسجل منذ الستينيات، حين بدأ العلماء يقيسون دوران الكوكب بساعات ذرية عالية الدقة.,1.0,الأرض تسجل أقصر يوم لها على الإطلاق.. ما التفسيرات المحتملة؟, الأرض تسجل أقصر يوم لها على الإطلاق.. ما التفسيرات المحتملة؟ ,0.9836065573770492
"أسرت قصص الكنوز المدفونة وحطام السفن القديمة وأسرارها، الناس لقرون، لكن يبدو أنه مع سفينة ""سيدة العجائب"" الإسبانية، ستغدو الأساطير حقيقة.","أسرت قصص الكنوز المدفونة وحطام السفن القديمة وأسرارها، الناس لقرون، لكن يبدو أنه مع سفينة ""سيدة العجائب"" الإسبانية، ستغدو الأساطير حقيقة.",1.0,"ليست قصة خيالية.. شاهد الكنز المكتشف في سفينة ""سيدة العجائب"""," ليست قصة خيالية.. شاهد الكنز المكتشف في سفينة ""سيدة العجائب"" ",0.9836065573770492
