description Old,description New ,similarity,Title New,Title Old,similarity
وقعت الإمارات وفرنسا، يوم الاثنين، عددا من الاتفاقيات ومذكرات التفاهم تهدف إلى تعزيز العلاقات الثنائية وتنمية آفاقها في مختلف المجالات الحيوية.,وقعت الإمارات وفرنسا، يوم الاثنين، عددا من الاتفاقيات ومذكرات التفاهم تهدف إلى تعزيز العلاقات الثنائية وتنمية آفاقها في مختلف المجالات الحيوية.,1.0,الإمارات وفرنسا توقعان عددا من الاتفاقيات ومذكرات التفاهم, الإمارات وفرنسا توقعان عددا من الاتفاقيات ومذكرات التفاهم ,0.9827586206896551
"أكد الرئيس المصري، عبد الفتاح السيسي، الإثنين، أن بلاده ""مستعدة لتقديم ما لديها من تسهيلات، لإيصال الغاز من شرق المتوسط إلى أوروبا""، وذلك في إطار مواجهة أزمة الطاقة التي يمر بها العالم، وخاصة أوروبا، على خلفية الحملة العسكرية الروسية في أوكرانيا.","أكد الرئيس المصري، عبد الفتاح السيسي، الإثنين، أن بلاده ""مستعدة لتقديم ما لديها من تسهيلات، لإيصال الغاز من شرق المتوسط إلى أوروبا""، وذلك في إطار مواجهة أزمة الطاقة التي يمر بها العالم، وخاصة أوروبا، على خلفية الحملة العسكرية الروسية في أوكرانيا.",1.0,السيسي: مصر مستعدة لتسهيل إيصال الغاز إلى أوروبا, السيسي: مصر مستعدة لتسهيل إيصال الغاز إلى أوروبا ,0.9795918367346939
حذر المدير التنفيذي لوكالة الطاقة الدولية فاتح بيرول من كارثة قد تلحق بعدد من الدول الأوروبية إذا لم تنجح بتوفير بدائل للغاز قبل الشتاء المقبل، مؤكدا أن كافة الجهود المبذولة في الوقت الراهن لم تفض إلى نتائج ملموسة.,حذر المدير التنفيذي لوكالة الطاقة الدولية فاتح بيرول من كارثة قد تلحق بعدد من الدول الأوروبية إذا لم تنجح بتوفير بدائل للغاز قبل الشتاء المقبل، مؤكدا أن كافة الجهود المبذولة في الوقت الراهن لم تفض إلى نتائج ملموسة.,1.0,"أوروبا تتخوف من ""كارثة"" الشتاء.. هل من بدائل للغاز الروسي؟"," خاص أوروبا تتخوف من ""كارثة"" الشتاء.. هل من بدائل للغاز الروسي؟ ",0.9508196721311475
حافظ وزير المالية البريطاني السابق ريشي سوناك على صدارة السباق المحتدم على خلافة رئيس الوزراء البريطاني بوريس جونسون بعد أن تم استبعاد مرشح آخر، ليصل عدد المرشحين المتنافسين إلى أربعة.,حافظ وزير المالية البريطاني السابق ريشي سوناك على صدارة السباق المحتدم على خلافة رئيس الوزراء البريطاني بوريس جونسون بعد أن تم استبعاد مرشح آخر، ليصل عدد المرشحين المتنافسين إلى أربعة.,1.0,سوناك يفوز بالجولة الثالثة من تصويت رئاسة وزراء بريطانيا, سوناك يفوز بالجولة الثالثة من تصويت رئاسة وزراء بريطانيا ,0.9824561403508771
"هدّد الرئيس التركي رجب طيب أردوغان مجدّداً بـ""تجميد"" عملية انضمام السويد وفنلندا إلى حلف شمال الأطلسي إذا لم يمتثل البلدان لشروط أنقرة.","هدّد الرئيس التركي رجب طيب أردوغان مجدّداً بـ""تجميد"" عملية انضمام السويد وفنلندا إلى حلف شمال الأطلسي إذا لم يمتثل البلدان لشروط أنقرة.",1.0,أردوغان يهدد مجددا بعرقلة انضمام السويد وفنلندا لحلف الأطلسي, أردوغان يهدد مجددا بعرقلة انضمام السويد وفنلندا لحلف الأطلسي ,0.9836065573770492
صفحة التغطية المباشرة من بي بي سي عربي,صفحة التغطية المباشرة من بي بي سي عربي,1.0,الولايات المتحدة: ملف حقوق الإنسان في مصر يشمل تقارير عن القتل خارج إطار القانون والتعذيب وتقييد الحريات، ومقتدى الصدر يوجه بيانا شديد اللهجة للمالكي - BBC Arabic,الولايات المتحدة: ملف حقوق الإنسان في مصر يشمل تقارير عن القتل خارج إطار القانون والتعذيب وتقييد الحريات، ومقتدى الصدر يوجه بيانا شديد اللهجة للمالكي,0.9581993569131833
أقام الآلاف من أبناء قبيلة الهوسا، أحد أطراف النزاع القبلي الدامي المشتعل في منذ أسبوع في جنوب السودان، المتاريس وأغلقوا طرقات وهاجموا منشآت عامة في مدن عدة في البلاد، بحسب ما أفاد شهود.,أقام الآلاف من أبناء قبيلة الهوسا، أحد أطراف النزاع القبلي الدامي المشتعل في منذ أسبوع في جنوب السودان، المتاريس وأغلقوا طرقات وهاجموا منشآت عامة في مدن عدة في البلاد، بحسب ما أفاد شهود.,1.0,آلاف الهوسا يغلقون الطرق بعدة مدن سودانية بعد مواجهات دامية, آلاف الهوسا يغلقون الطرق بعدة مدن سودانية بعد مواجهات دامية ,0.9833333333333333
قال الرئيس الروسي السابق، دميتري ميدفيديف، يوم الثلاثاء، إن بلاده ستنتصر في أوكرانيا وستحدد شروط اتفاق سلام مستقبلي مع كييف.,قال الرئيس الروسي السابق، دميتري ميدفيديف، يوم الثلاثاء، إن بلاده ستنتصر في أوكرانيا وستحدد شروط اتفاق سلام مستقبلي مع كييف.,1.0,روسيا تتحدى الغرب في ملف أوكرانيا: سنضع شروط السلام, روسيا تتحدى الغرب في ملف أوكرانيا: سنضع شروط السلام ,0.9807692307692307
قالت وزيرة الخزانة الأميركية جانيت يلين إن الولايات المتحدة ستجعل الدول التي تسيء استخدام النظام الاقتصادي العالمي أو تخرقه تواجه عواقب وخيمة.,قالت وزيرة الخزانة الأميركية جانيت يلين إن الولايات المتحدة ستجعل الدول التي تسيء استخدام النظام الاقتصادي العالمي أو تخرقه تواجه عواقب وخيمة.,1.0,أميركا تهدد الدول التي تسيء استخدام النظام الاقتصادي العالمي, أميركا تهدد الدول التي تسيء استخدام النظام الاقتصادي العالمي ,0.9836065573770492
في حادثة مثيرة للدهشة، شاركت امرأة من ولاية كاليفورنيا الأميركية مقطع فيديو لدبين اقتحما منزلها وتناولا الكعك الموجود على طاولة المطبخ.,في حادثة مثيرة للدهشة، شاركت امرأة من ولاية كاليفورنيا الأميركية مقطع فيديو لدبين اقتحما منزلها وتناولا الكعك الموجود على طاولة المطبخ.,1.0,بالفيديو.. دبان يقتحمان منزلا في كاليفورنيا, بالفيديو.. دبان يقتحمان منزلا في كاليفورنيا ,0.9772727272727273
