description Old,description New ,similarity,Title New,Title Old,similarity
"رصد تلسكوب ""جيمس ويب""، التابع لوكالة الفضاء والطيران الأميركية ""ناسا""، 5 مجرات قريبة من بعضها ومتحركة، تبدو وكأنها ترقص في الفضاء.","رصد تلسكوب ""جيمس ويب""، التابع لوكالة الفضاء والطيران الأميركية ""ناسا""، 5 مجرات قريبة من بعضها ومتحركة، تبدو وكأنها ترقص في الفضاء.",1.0,"خماسية ستيفان.. شاهد ""المجرات الراقصة"" في الفضاء"," خماسية ستيفان.. شاهد ""المجرات الراقصة"" في الفضاء ",0.9795918367346939
قال جون بولتون، سفير الولايات المتحدة السابق لدى الأمم المتحدة والمستشار السابق للأمن القومي بالبيت الأبيض، إنه ساعد في التخطيط لمحاولات انقلاب في دول أخرى.,قال جون بولتون، سفير الولايات المتحدة السابق لدى الأمم المتحدة والمستشار السابق للأمن القومي بالبيت الأبيض، إنه ساعد في التخطيط لمحاولات انقلاب في دول أخرى.,1.0,أميركا.. جون بولتون يقر بالتخطيط لمحاولات انقلاب بدول أخرى, أميركا.. جون بولتون يقر بالتخطيط لمحاولات انقلاب بدول أخرى ,0.9830508474576272
يخوض ثمانية مرشحين من حزب المحافظين البريطاني السباق على خلافة بوريس جونسون في منصبي زعيم الحزب ورئيس الوزراء بعد أن حصلوا على التأييد الكافي من زملائهم المشرعين للوصول إلى الجولة الأولى من السباق التي ستُجرى الأربعاء.,يخوض ثمانية مرشحين من حزب المحافظين البريطاني السباق على خلافة بوريس جونسون في منصبي زعيم الحزب ورئيس الوزراء بعد أن حصلوا على التأييد الكافي من زملائهم المشرعين للوصول إلى الجولة الأولى من السباق التي ستُجرى الأربعاء.,1.0,"بريطانيا.. 8 مرشحين يتنافسون في السباق على ""10 داوننغ ستريت"""," بريطانيا.. 8 مرشحين يتنافسون في السباق على ""10 داوننغ ستريت"" ",0.9836065573770492
قال باحثون إن جراحين في جامعة نيويورك نجحوا في نقل قلبي خنزيرين مُعدلين وراثيا لشخصين ميتين دماغيا، وذلك في خطوة تقرب البشرية من هدف طويل الأجل يتمثل في نقل أعضاء الخنازير للبشر لحل مشكلة نقص الأعضاء البشرية.,قال باحثون إن جراحين في جامعة نيويورك نجحوا في نقل قلبي خنزيرين مُعدلين وراثيا لشخصين ميتين دماغيا، وذلك في خطوة تقرب البشرية من هدف طويل الأجل يتمثل في نقل أعضاء الخنازير للبشر لحل مشكلة نقص الأعضاء البشرية.,1.0,نجاح عمليتي زرع قلبي خنزيرين لشخصين ميتين دماغيا, نجاح عمليتي زرع قلبي خنزيرين لشخصين ميتين دماغيا ,0.9795918367346939
شهدت طرابلس دخول أرتال عسكرية كبيرة على مدار يومين، تزامنا مع إعلان رئيس الوزراء الليبي فتحي باشأغا أنه سيقوم بعمله من العاصمة الليبية بعد عيد الأضحى.,شهدت طرابلس دخول أرتال عسكرية كبيرة على مدار يومين، تزامنا مع إعلان رئيس الوزراء الليبي فتحي باشأغا أنه سيقوم بعمله من العاصمة الليبية بعد عيد الأضحى.,1.0,بعد إعلان باشأغا.. حشود عسكرية كبيرة تدخل طرابلس, خاص بعد إعلان باشأغا.. حشود عسكرية كبيرة تدخل طرابلس ,0.9411764705882353
"حذر المدير العام لمنظمة الصحة العالمية تيدروس أدهانوم غيبرييسوس، اليوم الثلاثاء، من أن وباء كورونا ""لم يقترب حتى من نهايته"".","حذر المدير العام لمنظمة الصحة العالمية تيدروس أدهانوم غيبرييسوس، اليوم الثلاثاء، من أن وباء كورونا ""لم يقترب حتى من نهايته"".",1.0,"منظمة الصحة العالمية: وباء كورونا ""لم يقترب من نهايته"""," منظمة الصحة العالمية: وباء كورونا ""لم يقترب من نهايته"" ",0.9818181818181818
"أبعد الجيش الصيني، اليوم الأربعاء، مدمرة أميركية أبحرت قرب جزر ""باراسيل"" المتنازع عليها في بحر الصين الجنوبي.","أبعد الجيش الصيني، اليوم الأربعاء، مدمرة أميركية أبحرت قرب جزر ""باراسيل"" المتنازع عليها في بحر الصين الجنوبي.",1.0,"الصين ""تبعد"" مدمرة أميركية أبحرت قرب جزر متنازع عليها"," الصين ""تبعد"" مدمرة أميركية أبحرت قرب جزر متنازع عليها ",0.9814814814814815
أعلن وزير البنى التحتية الاوكراني كوبراكوف أوليكساندر إن 16 سفينة دخلت إلى الموانئ الأوكرانية لتحميل صادرات من الحبوب عبر قناة نهر الدانوب على البحر الأسود.,أعلن وزير البنى التحتية الاوكراني كوبراكوف أوليكساندر إن 16 سفينة دخلت إلى الموانئ الأوكرانية لتحميل صادرات من الحبوب عبر قناة نهر الدانوب على البحر الأسود.,1.0,عبر نهر الدانوب.. 16 سفينة تدخل موانئ أوكرانيا لتحميل الحبوب, عبر نهر الدانوب.. 16 سفينة تدخل موانئ أوكرانيا لتحميل الحبوب ,0.9836065573770492
كشف العدّاء البريطاني الشهير، محمد فرح، أنه كان ضحية الاتجار بالبشر عندما كان صغيرا، حيث جرى نقله بطريقة غير شرعية إلى بريطانيا.,كشف العدّاء البريطاني الشهير، محمد فرح، أنه كان ضحية الاتجار بالبشر عندما كان صغيرا، حيث جرى نقله بطريقة غير شرعية إلى بريطانيا.,1.0,العدّاء البريطاني الشهير يفجر مفاجأة: أنا لست محمد فرح, العدّاء البريطاني الشهير يفجر مفاجأة: أنا لست محمد فرح ,0.9818181818181818
خلص تحقيق مستقل إلى أن ما يزيد على ألف طفل في بلدة تيلفورد بإنجلترا تعرضوا للاستغلال الجنسي منذ عام 1989 بسبب تقاعس الشرطة والحكومة المحلية عن التحقيق مع الجناة.,خلص تحقيق مستقل إلى أن ما يزيد على ألف طفل في بلدة تيلفورد بإنجلترا تعرضوا للاستغلال الجنسي منذ عام 1989 بسبب تقاعس الشرطة والحكومة المحلية عن التحقيق مع الجناة.,1.0,تحقيق: 1000 طفل تعرضوا للاستغلال الجنسي في بلدة إنجليزية, تحقيق: 1000 طفل تعرضوا للاستغلال الجنسي في بلدة إنجليزية ,0.9824561403508771
يعتزم حزب العمال البريطاني المعارض، الثلاثاء، طرح مشروع حجب الثقة عن حكومة رئيس الوزراء المستقيل بوريس جونسون أمام مجلس العموم.,يعتزم حزب العمال البريطاني المعارض، الثلاثاء، طرح مشروع حجب الثقة عن حكومة رئيس الوزراء المستقيل بوريس جونسون أمام مجلس العموم.,1.0,"استقالة جونسون ""غير كافية"".. خطوة جديدة من المعارضة"," استقالة جونسون ""غير كافية"".. خطوة جديدة من المعارضة ",0.9807692307692307
لا تزال تداعيات سقوط رئيس سريلانكا غوتابايا راجاباكسا مستمرة، فيما تسعى المعارضة إلى تشكيل حكومة في خلال شهر، وفق المدة الزمنية التي يمنحها الدستور للبرلمان، لتجاوز أزمة الفراغ السياسي التي تهدد الدولة الغارقة في الأزمات الاقتصادية ومهددة بأزمة جوع كارثية.,لا تزال تداعيات سقوط رئيس سريلانكا غوتابايا راجاباكسا مستمرة، فيما تسعى المعارضة إلى تشكيل حكومة في خلال شهر، وفق المدة الزمنية التي يمنحها الدستور للبرلمان، لتجاوز أزمة الفراغ السياسي التي تهدد الدولة الغارقة في الأزمات الاقتصادية ومهددة بأزمة جوع كارثية.,1.0,"تداعيات سقوط رئيس سريلانكا مستمرة.. الأمل في ""شهر واحد"""," خاص تداعيات سقوط رئيس سريلانكا مستمرة.. الأمل في ""شهر واحد"" ",0.9482758620689655
كشفت وسائل إعلام روسية عن توصل روسيا والاتحاد الأوروبي إلى اتفاق بشأن عبور البضائع إلى جيب كالينينغراد الروسي المطل على بحر البلطيق.,كشفت وسائل إعلام روسية عن توصل روسيا والاتحاد الأوروبي إلى اتفاق بشأن عبور البضائع إلى جيب كالينينغراد الروسي المطل على بحر البلطيق.,1.0,روسيا والاتحاد الأوروبي يتوصلان إلى حل حول كالينينغراد, روسيا والاتحاد الأوروبي يتوصلان إلى حل حول كالينينغراد ,0.9818181818181818
"ذكرت الخارجية الروسية، الثلاثاء، أن الولايات المتحدة وحلفاءها ""يتأرجحون على نحو خطير على شفا مواجهة عسكرية مفتوحة مع روسيا سيكون محفوفا بتصعيد نووي"".","ذكرت الخارجية الروسية، الثلاثاء، أن الولايات المتحدة وحلفاءها ""يتأرجحون على نحو خطير على شفا مواجهة عسكرية مفتوحة مع روسيا سيكون محفوفا بتصعيد نووي"".",1.0,روسيا تحذر الغرب من مواجهة عسكرية محفوفة بتصعيد نووي, روسيا تحذر الغرب من مواجهة عسكرية محفوفة بتصعيد نووي ,0.9811320754716981
خلص باحثون أميركيون إلى أن الأفوكادو، التي يعتقد البعض أنها ليست فاكهة، غنية بالفوائد الصحية ولعل أبرزها تقليل مستويات الكوليسترول الضار في الجسم.,خلص باحثون أميركيون إلى أن الأفوكادو، التي يعتقد البعض أنها ليست فاكهة، غنية بالفوائد الصحية ولعل أبرزها تقليل مستويات الكوليسترول الضار في الجسم.,1.0,"""نتيجة مبهرة"".. تناول حبة أفوكادو واحدة لمدة 6 أشهر"," ""نتيجة مبهرة"".. تناول حبة أفوكادو واحدة لمدة 6 أشهر ",0.9807692307692307
