description Old,description New ,similarity,Title New,Title Old,similarity
"طالبت رئيسة وزراء الدنمارك أبناء شعبها بالتكاتف والتضامن في أعقاب هجوم مسلح في أحد مراكز التسوق في العاصمة كوبنهاغن، أمس الأحد، فيما كشفت الشرطة أن المشتبه به في حادثة إطلاق النار معروف لديها ""بشكل هامشي""، من دون أن تكشف عن هويته الكاملة.","طالبت رئيسة وزراء الدنمارك أبناء شعبها بالتكاتف والتضامن في أعقاب هجوم مسلح في أحد مراكز التسوق في العاصمة كوبنهاغن، أمس الأحد، فيما كشفت الشرطة أن المشتبه به في حادثة إطلاق النار معروف لديها ""بشكل هامشي""، من دون أن تكشف عن هويته الكاملة.",1.0,الدنمارك.. منفذ هجوم كوبنهاغن معروف للشرطة, الدنمارك.. منفذ هجوم كوبنهاغن معروف للشرطة ,0.9767441860465116
صفحة التغطية اليومية المباشرة من بي بي سي,صفحة التغطية اليومية المباشرة من بي بي سي,1.0,واشنطن ترجح أن تكون الرصاصة التي قتلت شيرين أبو عاقلة أطلقت من مكان تمركز قوات إسرائيلية، ومحكمة مصرية تقضي بسجن الناشط أحمد سمير سنطاوي - BBC Arabic,واشنطن ترجح أن تكون الرصاصة التي قتلت شيرين أبو عاقلة أطلقت من مكان تمركز قوات إسرائيلية، ومحكمة مصرية تقضي بسجن الناشط أحمد سمير سنطاوي,0.9543859649122807
أدت درجات الحرارة المرتفعة هذا الصيف، إلى انهيار أجزاء من جبل جليدي بين جبال الألب، مما تسبب بمأساة سجلت مقتل 6 أشخاص على الأقل.,أدت درجات الحرارة المرتفعة هذا الصيف، إلى انهيار أجزاء من جبل جليدي بين جبال الألب، مما تسبب بمأساة سجلت مقتل 6 أشخاص على الأقل.,1.0,فيديو الكارثة.. انهيار في جبال الألب يقتل 6 أشخاص, فيديو الكارثة.. انهيار في جبال الألب يقتل 6 أشخاص ,0.98
أكد وزير الخارجية المصري سامح شكري، اليوم الأحد، أن الاضطرابات التي حدثت مؤخرا في ليبيا تعد مؤشرا لعدم رضا قطاعات عريضة من الشعب بسبب استمرار الأزمة وإرجاء العملية السياسية الانتخابية والوصول إلى التوافق المنشود.,أكد وزير الخارجية المصري سامح شكري، اليوم الأحد، أن الاضطرابات التي حدثت مؤخرا في ليبيا تعد مؤشرا لعدم رضا قطاعات عريضة من الشعب بسبب استمرار الأزمة وإرجاء العملية السياسية الانتخابية والوصول إلى التوافق المنشود.,1.0,شكري: تعليق العملية السياسية تسبب باضطرابات في ليبيا, شكري: تعليق العملية السياسية تسبب باضطرابات في ليبيا ,0.9811320754716981
استعاد الجيش البريطاني السيطرة على حسابه على موقع تويتر وقناته على يوتيوب بعد اختراقهما لفترة وجيزة واستخدامهما لنشر تعليقات عن عملات مشفرة ورموز غير قابلة للاستبدال.,استعاد الجيش البريطاني السيطرة على حسابه على موقع تويتر وقناته على يوتيوب بعد اختراقهما لفترة وجيزة واستخدامهما لنشر تعليقات عن عملات مشفرة ورموز غير قابلة للاستبدال.,1.0,الجيش البريطاني يعلن استعادة حسابه على تويتر ويوتيوب, الجيش البريطاني يعلن استعادة حسابه على تويتر ويوتيوب ,0.9811320754716981
"أعلنت الحكومة الألمانية، مؤخرا، تفعيل خطة الطوارئ الخاصة بالغاز في البلاد، بالتزامن مع إعلان شركة ""نورد ستريم""، المسؤولة عن تشغيل خط أنابيب ""نورد ستريم 1""، اتجاهها لوقف عمليات ضخ الغاز من روسيا إلى أوروبا بشكل مؤقت لتنفيذ أعمال صيانة، وذلك من 11 إلى 21 يوليو الجاري.","أعلنت الحكومة الألمانية، مؤخرا، تفعيل خطة الطوارئ الخاصة بالغاز في البلاد، بالتزامن مع إعلان شركة ""نورد ستريم""، المسؤولة عن تشغيل خط أنابيب ""نورد ستريم 1""، اتجاهها لوقف عمليات ضخ الغاز من روسيا إلى أوروبا بشكل مؤقت لتنفيذ أعمال صيانة، وذلك من 11 إلى 21 يوليو الجاري.",1.0,"وقف ""نورد ستريم 1"" للصيانة.. روسيا تناور ألمانيا بورقة الغاز"," خاص وقف ""نورد ستريم 1"" للصيانة.. روسيا تناور ألمانيا بورقة الغاز ",0.9523809523809523
ضربة قوية تعرضت لها شركة تسلا، بعد كشف عيب غريب في السيارة داخل ألمانيا، سيؤدي إلى سحب 59 ألف سيارة من الأسواق العالمية.,ضربة قوية تعرضت لها شركة تسلا، بعد كشف عيب غريب في السيارة داخل ألمانيا، سيؤدي إلى سحب 59 ألف سيارة من الأسواق العالمية.,1.0,"سحب عشرات الآلاف من سيارات تسلا بسبب ""عيب غريب"""," سحب عشرات الآلاف من سيارات تسلا بسبب ""عيب غريب"" ",0.9791666666666666
أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,أنهى شخص مغربي حياته منتحرا، الجمعة، بعد إدخال رأسه في غسالة مملوءة بالماء، في منزل أسرته بمدينة كلميم المغربية.,1.0,قرر الانتحار فأنهى حياته غرقاً بغسالة, قرر الانتحار فأنهى حياته غرقاً بغسالة ,0.9736842105263158
"أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".","أعلن مطار بغداد الدولي، الأحد، توقف حركة الملاحة في المطار طيلة ساعات اليوم، إثر العاصفة الترابية التي تضرب العاصمة العراقية، وفق ما أفاد مراسل ""سكاي نيوز عربية"".",1.0,توقف حركة الملاحة في مطار بغداد الدولي, توقف حركة الملاحة في مطار بغداد الدولي ,0.9743589743589743
تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,تشهد ولاية فلوريدا غزوا لنوع عملاق من الحلزون، يمكن أن يصل حجمه إلى حجم الفأر، وله أضرار بالغة على الإنسان والمحاصيل الزراعية والبيئة.,1.0,"حلزونات ""بحجم الفأر"" تغزو ولاية أميركية.. أضراره بالغة"," حلزونات ""بحجم الفأر"" تغزو ولاية أميركية.. أضراره بالغة ",0.9818181818181818
رصدت صور التقطتها الأقمار الاصطناعية ما قال باحث أميركي إنه أكبر مصنع للأسلحة في كوريا الشمالية، مشيرا إلى أنه سري ويقع تحت الأرض.,رصدت صور التقطتها الأقمار الاصطناعية ما قال باحث أميركي إنه أكبر مصنع للأسلحة في كوريا الشمالية، مشيرا إلى أنه سري ويقع تحت الأرض.,1.0,"صورة فضائية ترصد ""المخبأ السري الكبير"" في كوريا الشمالية"," صورة فضائية ترصد ""المخبأ السري الكبير"" في كوريا الشمالية ",0.9824561403508771
"استدعت حكومة مالي سفير إسبانيا لديها على خلفية تصريحات لوزير خارجية الأخيرة، قال فيها إن تدخل حلف شمال الأطلسي (ناتو) عسكريا في البلد الإفريقي ""لا يمكن استبعاده"".","استدعت حكومة مالي سفير إسبانيا لديها على خلفية تصريحات لوزير خارجية الأخيرة، قال فيها إن تدخل حلف شمال الأطلسي (ناتو) عسكريا في البلد الإفريقي ""لا يمكن استبعاده"".",1.0,تلويح بتدخل الناتو في بلد إفريقي.. وأزمة دبلوماسية في الأفق, تلويح بتدخل الناتو في بلد إفريقي.. وأزمة دبلوماسية في الأفق ,0.9833333333333333
