description Old,description New ,similarity,Title New,Title Old,similarity
أصدر رئيس مجلس السيادة الانتقالي في السودان، عبد الفتاح البرهان، الأربعاء، مرسوما دستوريا يعفي بموجبه 5 من أعضاء مجلس السيادة المدنيين.,أصدر رئيس مجلس السيادة الانتقالي في السودان، عبد الفتاح البرهان، الأربعاء، مرسوما دستوريا يعفي بموجبه 5 من أعضاء مجلس السيادة المدنيين.,1.0,بالأسماء.. البرهان يعفي 5 أعضاء مدنيين من مجلس السيادة, بالأسماء.. البرهان يعفي 5 أعضاء مدنيين من مجلس السيادة ,0.9818181818181818
"خرج والدا الشاب، الذي أطلق النار في ضاحية هايلاند بارك الراقية في مدينة شيكاغو الأميركية، عن صمتهما، في الوقت الذي كشفت فيه تقارير إعلامية تفاصيل ""المأساة""، التي خلفت 6 قتلى وعددا من المصابين.","خرج والدا الشاب، الذي أطلق النار في ضاحية هايلاند بارك الراقية في مدينة شيكاغو الأميركية، عن صمتهما، في الوقت الذي كشفت فيه تقارير إعلامية تفاصيل ""المأساة""، التي خلفت 6 قتلى وعددا من المصابين.",1.0,"""مأساة شيكاغو"".. والد مطلق النار متورّط لهذا السبب"," ""مأساة شيكاغو"".. والد مطلق النار متورّط لهذا السبب ",0.9803921568627451
"بعد إتمام سيطرتها على لوغانسك، استكملت روسيا خطتها نحو منطقة دونيتسك عبر ""قصف هائل"" على بلدة سلوفيانسك ذات الأهمية الاستراتيجية شرقي أوكرانيا، ضمن حملتها العسكرية للسيطرة على إقليم دونباس بالكامل.","بعد إتمام سيطرتها على لوغانسك، استكملت روسيا خطتها نحو منطقة دونيتسك عبر ""قصف هائل"" على بلدة سلوفيانسك ذات الأهمية الاستراتيجية شرقي أوكرانيا، ضمن حملتها العسكرية للسيطرة على إقليم دونباس بالكامل.",1.0,"سلوفيانسك وكراماتورسك.. ""هدف"" روسيا لإنهاء معركة الشرق"," خاص سلوفيانسك وكراماتورسك.. ""هدف"" روسيا لإنهاء معركة الشرق ",0.9473684210526315
أعلن مساعد الأمين العام لحلف شمال الأطلسي، الثلاثاء، أن التحالف لا يعتزم حاليا إرسال قوات إلى السويد وفنلندا ما إن تستكملا مسار العضوية الذي أطلقتاه هذا الأسبوع.,أعلن مساعد الأمين العام لحلف شمال الأطلسي، الثلاثاء، أن التحالف لا يعتزم حاليا إرسال قوات إلى السويد وفنلندا ما إن تستكملا مسار العضوية الذي أطلقتاه هذا الأسبوع.,1.0,"الناتو يكشف ""خططه العسكرية"" في السويد وفنلندا"," الناتو يكشف ""خططه العسكرية"" في السويد وفنلندا ",0.9782608695652174
ذكر الحاكم الإقليمي لمنطقة لوغانسك الأوكرانية سيرغي جايداي، أن القوات الروسية تخوض قتالا عنيفا وتزحف صوب منطقة دونيتسك، بعد سيطرتها على آخر بلدتين في لوغانسك المجاورة.,ذكر الحاكم الإقليمي لمنطقة لوغانسك الأوكرانية سيرغي جايداي، أن القوات الروسية تخوض قتالا عنيفا وتزحف صوب منطقة دونيتسك، بعد سيطرتها على آخر بلدتين في لوغانسك المجاورة.,1.0,"معركة شرق أوكرانيا.. روسيا ""تعيد توجيه قواتها"""," معركة شرق أوكرانيا.. روسيا ""تعيد توجيه قواتها"" ",0.9787234042553191
قالت وزارة الدفاع الروسية، الأربعاء، إن قواتها دمرت راجمتي صواريخ أميركيتي الصنع، ومخازن ذخيرة خاصة بهما في شرق أوكرانيا.,قالت وزارة الدفاع الروسية، الأربعاء، إن قواتها دمرت راجمتي صواريخ أميركيتي الصنع، ومخازن ذخيرة خاصة بهما في شرق أوكرانيا.,1.0,روسيا تعلن تدمير راجمتي صواريخ أميركيتين شرقي أوكرانيا, روسيا تعلن تدمير راجمتي صواريخ أميركيتين شرقي أوكرانيا ,0.9818181818181818
"أعلن رئيس الوزراء الإثيوبي، آبي أحمد، الثلاثاء، أنه التقى قائد الجيش السوداني، الفريق عبد الفتاح البرهان، في نيروبي، على هامش قمة منظمة ""إيغاد"" (مجموعة دول شرق إفريقيا ووسطها للتنمية)، وذلك بعد أيام قليلة من وقوع حادث حدودي جديد.","أعلن رئيس الوزراء الإثيوبي، آبي أحمد، الثلاثاء، أنه التقى قائد الجيش السوداني، الفريق عبد الفتاح البرهان، في نيروبي، على هامش قمة منظمة ""إيغاد"" (مجموعة دول شرق إفريقيا ووسطها للتنمية)، وذلك بعد أيام قليلة من وقوع حادث حدودي جديد.",1.0,آبي أحمد بعد لقائه البرهان: علاقة البلدين تتجاوز أي نزاع, آبي أحمد بعد لقائه البرهان: علاقة البلدين تتجاوز أي نزاع ,0.9824561403508771
قال وزير الخارجية الروسي، سيرغي لافروف، الأربعاء، إن نشر نص مكالمة هاتفية بين الرئيسين الروسي، فلاديمير بوتن والفرنسي، إيمانويل ماكرون، يعد انتهاكا للبروتوكول الدبلوماسي.,قال وزير الخارجية الروسي، سيرغي لافروف، الأربعاء، إن نشر نص مكالمة هاتفية بين الرئيسين الروسي، فلاديمير بوتن والفرنسي، إيمانويل ماكرون، يعد انتهاكا للبروتوكول الدبلوماسي.,1.0,أول تعليق روسي على تسريب مكالمة بوتن وماكرون, أول تعليق روسي على تسريب مكالمة بوتن وماكرون ,0.9777777777777777
أعلنت الشرطة الإسبانية أنها ضبطت ثلاث غواصات مسيّرة تحت الماء قادرة على نقل كميات كبيرة من المخدرات من المغرب إلى إسبانيا وفككت عصابة يشتبه في أنها تصنعها.,أعلنت الشرطة الإسبانية أنها ضبطت ثلاث غواصات مسيّرة تحت الماء قادرة على نقل كميات كبيرة من المخدرات من المغرب إلى إسبانيا وفككت عصابة يشتبه في أنها تصنعها.,1.0,"إسبانيا تضبط ""غوّاصات مسيّرة"" لتهريب المخدرات من المغرب"," إسبانيا تضبط ""غوّاصات مسيّرة"" لتهريب المخدرات من المغرب ",0.9821428571428571
يبدو أن تداعيات التغيرات المناخية الكارثية، وفي مقدمها الجفاف والاحترار، التي تعصف بالعالم، أصبحت تطال قارات ومناطق لطالما كانت معروفة بوفرتها المائية وبكثافة غطائها النباتي، كما هو الحال في القارة الأوروبية.,يبدو أن تداعيات التغيرات المناخية الكارثية، وفي مقدمها الجفاف والاحترار، التي تعصف بالعالم، أصبحت تطال قارات ومناطق لطالما كانت معروفة بوفرتها المائية وبكثافة غطائها النباتي، كما هو الحال في القارة الأوروبية.,1.0,"طوارئ في إيطاليا.. وحش التغير المناخي يطال أوروبا ""الخضراء"""," خاص طوارئ في إيطاليا.. وحش التغير المناخي يطال أوروبا ""الخضراء"" ",0.9516129032258065
