description Old,description New ,similarity,Title New,Title Old,similarity
أعلن الجيش الصيني، اليوم الاثنين، مواصلة المناورات العسكرية بحرا وجوا حول تايوان، ما يشكل رفضا قاطعا لدعوات الغرب لخفض التصعيد في المنطقة.,أعلن الجيش الصيني، اليوم الاثنين، مواصلة المناورات العسكرية بحرا وجوا حول تايوان، ما يشكل رفضا قاطعا لدعوات الغرب لخفض التصعيد في المنطقة.,1.0,الجيش الصيني يعلن مواصلة المناورات حول تايوان اليوم, الجيش الصيني يعلن مواصلة المناورات حول تايوان اليوم ,0.9807692307692307
أصدرت السلطات المصرية، بيانًا بشأن جهودها خلال الساعات الجارية للتوصل إلى وقف دائم لإطلاق النار في قطاع غزة بين الجانبين الإسرائيلي والفلسطيني.,أصدرت السلطات المصرية، بيانًا بشأن جهودها خلال الساعات الجارية للتوصل إلى وقف دائم لإطلاق النار في قطاع غزة بين الجانبين الإسرائيلي والفلسطيني.,1.0,هدنة في غزة.. تعرف على تفاصيل الوساطة المصرية, خاص هدنة في غزة.. تعرف على تفاصيل الوساطة المصرية ,0.9375
قال وزير البنية التحتية الأوكراني، أولكسندر كوبراكوف، الأحد، إن قافلة ثانية من السفن المحملة بمنتجات زراعية أوكرانية أبحرت من موانئ البلاد المطلة على البحر الأسود.,قال وزير البنية التحتية الأوكراني، أولكسندر كوبراكوف، الأحد، إن قافلة ثانية من السفن المحملة بمنتجات زراعية أوكرانية أبحرت من موانئ البلاد المطلة على البحر الأسود.,1.0,قافلة سفن محمّلة بالحبوب تغادر موانئ أوكرانيا, قافلة سفن محمّلة بالحبوب تغادر موانئ أوكرانيا ,0.9782608695652174
أدى أول رئيس يساري في كولومبيا، اليمين الدستورية في مكتبه، الأحد، متعهدا بمحاربة عدم المساواة، ومبشرا بنقطة تحول في تاريخ بلد تطارده حرب طويلة بين الحكومة وجماعات التمرد المسلحة.,أدى أول رئيس يساري في كولومبيا، اليمين الدستورية في مكتبه، الأحد، متعهدا بمحاربة عدم المساواة، ومبشرا بنقطة تحول في تاريخ بلد تطارده حرب طويلة بين الحكومة وجماعات التمرد المسلحة.,1.0,"لماذا يعتبر انتخاب رئيس كولومبيا الجديد ""تحولا تاريخيا""؟"," لماذا يعتبر انتخاب رئيس كولومبيا الجديد ""تحولا تاريخيا""؟ ",0.9824561403508771
"أعلن الجيش الإسرائيلي، يوم الأحد، أنه يشنّ قصفا على كل مواقع إطلاق الصواريخ التابعة لحركة ""الجهاد"" في غزة.","أعلن الجيش الإسرائيلي، يوم الأحد، أنه يشنّ قصفا على كل مواقع إطلاق الصواريخ التابعة لحركة ""الجهاد"" في غزة.",1.0,"إسرائيل تقصف مواقع إطلاق صواريخ ""الجهاد"""," إسرائيل تقصف مواقع إطلاق صواريخ ""الجهاد"" ",0.975609756097561
لليوم الرابع على التوالي، تتواصل في فيينا المفاوضات غير المباشرة بين الولايات المتحدة وإيران، التي تستهدف إحياء الاتفاق النووي المبرم مع القوى الغربية عام 2015، وسط شد وجذب بين طهران والغرب حول القضايا العالقة، من بينها الضمانات والعقوبات.,لليوم الرابع على التوالي، تتواصل في فيينا المفاوضات غير المباشرة بين الولايات المتحدة وإيران، التي تستهدف إحياء الاتفاق النووي المبرم مع القوى الغربية عام 2015، وسط شد وجذب بين طهران والغرب حول القضايا العالقة، من بينها الضمانات والعقوبات.,1.0,مفاوضات فيينا.. شد وجذب بين طهران والغرب حول 3 مطالب, خاص مفاوضات فيينا.. شد وجذب بين طهران والغرب حول 3 مطالب ,0.9454545454545454
أفادت وسائل إعلام إسرائيلية، يوم الأحد، باعتراض منظومة القبة الحديدية لصواريخ قرب القدس.,أفادت وسائل إعلام إسرائيلية، يوم الأحد، باعتراض منظومة القبة الحديدية لصواريخ قرب القدس.,1.0,بالفيديو: إسرائيل تعلن اعتراض صواريخ قرب القدس, بالفيديو: إسرائيل تعلن اعتراض صواريخ قرب القدس ,0.9787234042553191
كشفت مصادر يمنية محلية، اليوم الاثنين، عن مقتل مواطن على يد زوجته، في إحدى البلدات بمحافظة ذمار، جنوبي العاصمة صنعاء.,كشفت مصادر يمنية محلية، اليوم الاثنين، عن مقتل مواطن على يد زوجته، في إحدى البلدات بمحافظة ذمار، جنوبي العاصمة صنعاء.,1.0,بسبب الزوجة الثانية.. يمنية تقتل زوجها وتدفنه في حظيرة أبقار, بسبب الزوجة الثانية.. يمنية تقتل زوجها وتدفنه في حظيرة أبقار ,0.9836065573770492
حذرت بريطانيا من تغيير وشيك في مسار الأزمة الأوكرانية مع حشد روسي عسكري على الجبهة الجنوبية الغربية للبلد السوفيتي السابق، في ظل نجاحات أوكرانية بتحرير قرى وضرب أهداف روسية مستغلة الأسلحة الغربية المتطورة التي حصلت عليها.,حذرت بريطانيا من تغيير وشيك في مسار الأزمة الأوكرانية مع حشد روسي عسكري على الجبهة الجنوبية الغربية للبلد السوفيتي السابق، في ظل نجاحات أوكرانية بتحرير قرى وضرب أهداف روسية مستغلة الأسلحة الغربية المتطورة التي حصلت عليها.,1.0,معركة الجنوب.. روسيا تحشد قواتها وأوكرانيا تشن هجمات مضادة, خاص معركة الجنوب.. روسيا تحشد قواتها وأوكرانيا تشن هجمات مضادة ,0.9508196721311475
توفي مسؤول تايواني كبير يتولى الإشراف على برنامج إنتاج صواريخ إثر نوبة قلبية في فندق السبت، حسب المعهد الذي كان يعمل فيه، بينما تجري الصين مناورات عسكرية حول الجزيرة.,توفي مسؤول تايواني كبير يتولى الإشراف على برنامج إنتاج صواريخ إثر نوبة قلبية في فندق السبت، حسب المعهد الذي كان يعمل فيه، بينما تجري الصين مناورات عسكرية حول الجزيرة.,1.0,تايوان.. العثور على مسؤول في برنامج الصواريخ ميتا في فندق, تايوان.. العثور على مسؤول في برنامج الصواريخ ميتا في فندق ,0.9827586206896551
