description Old,description New ,similarity,Title New,Title Old,similarity
"أكدت استطلاعات رأي في تونس، أن أكثر من 92 بالمئة صوتوا بـ ""نعم"" لصالح الدستور الجديد في تونس، وذلك بعد إغلاق صناديق الاقتراع في الاستفتاء على مشروع الدستور الجديد.","أكدت استطلاعات رأي في تونس، أن أكثر من 92 بالمئة صوتوا بـ ""نعم"" لصالح الدستور الجديد في تونس، وذلك بعد إغلاق صناديق الاقتراع في الاستفتاء على مشروع الدستور الجديد.",1.0,"استطلاعات.. 92 بالمئة صوتوا بـ ""نعم"" للدستور التونسي الجديد"," استطلاعات.. 92 بالمئة صوتوا بـ ""نعم"" للدستور التونسي الجديد ",0.9833333333333333
واصلت أوكرانيا جهودها الأحد لاستئناف تصدير الحبوب من موانئ البحر الأسود، بموجب اتفاق يهدف إلى تخفيف نقص الغذاء العالمي، لكنها حذرت من أن الشحنات ستواجه مشاكل إذا كان قصف روسيا لميناء أوديسا ينذر بالمزيد.,واصلت أوكرانيا جهودها الأحد لاستئناف تصدير الحبوب من موانئ البحر الأسود، بموجب اتفاق يهدف إلى تخفيف نقص الغذاء العالمي، لكنها حذرت من أن الشحنات ستواجه مشاكل إذا كان قصف روسيا لميناء أوديسا ينذر بالمزيد.,1.0,العالم يستعد لشحنات حبوب أوكرانيا.. وروسيا تستمر بالتقدم, العالم يستعد لشحنات حبوب أوكرانيا.. وروسيا تستمر بالتقدم ,0.9824561403508771
ذكرت وكالة تاس الروسية للأنباء، اليوم الثلاثاء، أن حريقا كبيرا اندلع في مستودع نفط في منطقة بوديونوفسكي في دونيتسك شرقي أوكرانيا بعد أن قصفت القوات الأوكرانية المنطقة.,ذكرت وكالة تاس الروسية للأنباء، اليوم الثلاثاء، أن حريقا كبيرا اندلع في مستودع نفط في منطقة بوديونوفسكي في دونيتسك شرقي أوكرانيا بعد أن قصفت القوات الأوكرانية المنطقة.,1.0,حريق كبير بمستودع نفط في دونيتسك بعد قصف أوكراني, حريق كبير بمستودع نفط في دونيتسك بعد قصف أوكراني ,0.9795918367346939
أعلنت أوكرانيا، الإثنين، أن أول شحنة حبوب ستنطلق من ميناء شورنومورسك، الأربعاء، بعد إبرام اتفاق مع روسيا بهذا الخصوص.,أعلنت أوكرانيا، الإثنين، أن أول شحنة حبوب ستنطلق من ميناء شورنومورسك، الأربعاء، بعد إبرام اتفاق مع روسيا بهذا الخصوص.,1.0,بعد الاتفاق.. أوكرانيا تعلن موعد انطلاق أول شحنة حبوب, بعد الاتفاق.. أوكرانيا تعلن موعد انطلاق أول شحنة حبوب ,0.9814814814814815
لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,1.0,"""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان"," ""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان ",0.9777777777777777
أظهرت لقطات لحظة انفجار بركان خلال مباراة لكرة القدم كانت تقام في مدينة كاغوشيما اليابانية، كما أظهرت لقطات أخرى من كاميرا مراقبة سحابة من الدخان والرماد تتصاعد من البركان.,أظهرت لقطات لحظة انفجار بركان خلال مباراة لكرة القدم كانت تقام في مدينة كاغوشيما اليابانية، كما أظهرت لقطات أخرى من كاميرا مراقبة سحابة من الدخان والرماد تتصاعد من البركان.,1.0,كاميرا ترصد لحظة انفجار بركان أثناء مباراة كرة قدم في اليابان,كاميرا ترصد لحظة انفجار بركان أثناء مباراة كرة قدم في اليابان,1.0
"أظهرت كاميرا مراقبة لصا يسرق ساعة من سائح كان جالسا في إحدى مقاهي إيطاليا، قبل أن يقرر إعادتها له، وفق ما ذكرت صحيفة ""ذا صن"" البريطانية.","أظهرت كاميرا مراقبة لصا يسرق ساعة من سائح كان جالسا في إحدى مقاهي إيطاليا، قبل أن يقرر إعادتها له، وفق ما ذكرت صحيفة ""ذا صن"" البريطانية.",1.0,بالفيديو.. لص يعيد ساعة بعد سرقتها ويعتذر, بالفيديو.. لص يعيد ساعة بعد سرقتها ويعتذر ,0.9761904761904762
"قال الرئيس الأوكراني، فلوديمير زيلينسكي، إن قواته تتقدم نحو مدينة خيرسون، جنوبي البلاد، في ظل هجمات مضادة واستهداف نقاط ضعف رئيسية بالمدينة وقطع خطوط الإمداد الروسية، اعتبرها محللون ""خطوة نحو الانتقال من الإجراءات الدفاعية إلى الهجوم المضاد"".","قال الرئيس الأوكراني، فلوديمير زيلينسكي، إن قواته تتقدم نحو مدينة خيرسون، جنوبي البلاد، في ظل هجمات مضادة واستهداف نقاط ضعف رئيسية بالمدينة وقطع خطوط الإمداد الروسية، اعتبرها محللون ""خطوة نحو الانتقال من الإجراءات الدفاعية إلى الهجوم المضاد"".",1.0,معركة خيرسون.. هل تستعيد أوكرانيا المدينة الاستراتيجية؟, خاص معركة خيرسون.. هل تستعيد أوكرانيا المدينة الاستراتيجية؟ ,0.9482758620689655
تلقى أصحاب المحلات التجارية المكيفة في فرنسا أمرا وزاريا، يقضي بضرورة إغلاق أبواب متاجرهم خلال تشغيل مكيف الهواء، أو مواجهة غرامة مالية كبيرة في حالة عدم الالتزام بهذا التوجيه.,تلقى أصحاب المحلات التجارية المكيفة في فرنسا أمرا وزاريا، يقضي بضرورة إغلاق أبواب متاجرهم خلال تشغيل مكيف الهواء، أو مواجهة غرامة مالية كبيرة في حالة عدم الالتزام بهذا التوجيه.,1.0,"غرامة مالية لكل متجر فرنسي ""لا يغلق أبوابه"".. ما السبب؟"," غرامة مالية لكل متجر فرنسي ""لا يغلق أبوابه"".. ما السبب؟ ",0.9821428571428571
"دمرت القوات البحرية الروسية قاعدة عسكرية أوكرانية في منطقة خميلنيتسكي تحوي ذخيرة لصواريخ ""هيمارس"" الأميركية مجهزة لإعادة الشحن، بحسب ما أعلنت وزارة الدفاع الروسية.","دمرت القوات البحرية الروسية قاعدة عسكرية أوكرانية في منطقة خميلنيتسكي تحوي ذخيرة لصواريخ ""هيمارس"" الأميركية مجهزة لإعادة الشحن، بحسب ما أعلنت وزارة الدفاع الروسية.",1.0,"موسكو.. تدمير قاعدة أوكرانية تحتوي صواريخ ""هيمارس"""," موسكو.. تدمير قاعدة أوكرانية تحتوي صواريخ ""هيمارس"" ",0.9803921568627451
