description Old,description New ,similarity,Title New,Title Old,similarity
أصدر رئيس مجلس السيادة الانتقالي في السودان، عبد الفتاح البرهان، الأربعاء، مرسوما دستوريا يعفي بموجبه 5 من أعضاء مجلس السيادة المدنيين.,أصدر رئيس مجلس السيادة الانتقالي في السودان، عبد الفتاح البرهان، الأربعاء، مرسوما دستوريا يعفي بموجبه 5 من أعضاء مجلس السيادة المدنيين.,1.0,بالأسماء.. البرهان يعفي 5 أعضاء مدنيين من مجلس السيادة, بالأسماء.. البرهان يعفي 5 أعضاء مدنيين من مجلس السيادة ,0.9818181818181818
نفت الخارجية البريطانية صحة تقارير إيرانية بشأن اعتقال الحرس الثوري لدبلوماسي بريطاني رفيع بمزاعم تجسس في طهران.,نفت الخارجية البريطانية صحة تقارير إيرانية بشأن اعتقال الحرس الثوري لدبلوماسي بريطاني رفيع بمزاعم تجسس في طهران.,1.0,بريطانيا تنفي اعتقال دبلوماسي رفيع في طهران بمزاعم تجسس, بريطانيا تنفي اعتقال دبلوماسي رفيع في طهران بمزاعم تجسس ,0.9821428571428571
"بعد إتمام سيطرتها على لوغانسك، استكملت روسيا خطتها نحو منطقة دونيتسك عبر ""قصف هائل"" على بلدة سلوفيانسك ذات الأهمية الاستراتيجية شرقي أوكرانيا، ضمن حملتها العسكرية للسيطرة على إقليم دونباس بالكامل.","بعد إتمام سيطرتها على لوغانسك، استكملت روسيا خطتها نحو منطقة دونيتسك عبر ""قصف هائل"" على بلدة سلوفيانسك ذات الأهمية الاستراتيجية شرقي أوكرانيا، ضمن حملتها العسكرية للسيطرة على إقليم دونباس بالكامل.",1.0,"سلوفيانسك وكراماتورسك.. ""هدف"" روسيا لإنهاء معركة الشرق"," خاص سلوفيانسك وكراماتورسك.. ""هدف"" روسيا لإنهاء معركة الشرق ",0.9473684210526315
 أعلن تنظيم داعش، الأربعاء،  مسؤوليته عن اقتحام سجن بالعاصمة النيجيرية أبوجا، وذلك في عملية أسفرت عن هروب نحو 440 سجينا حسبما نقلته رويترز عن مسؤول بوزارة الداخلية., أعلن تنظيم داعش، الأربعاء،  مسؤوليته عن اقتحام سجن بالعاصمة النيجيرية أبوجا، وذلك في عملية أسفرت عن هروب نحو 440 سجينا حسبما نقلته رويترز عن مسؤول بوزارة الداخلية.,1.0,داعش يعلن مسؤوليته عن اقتحام سجن وتهريب 440 سجينا في نيجيريا, داعش يعلن مسؤوليته عن اقتحام سجن وتهريب 440 سجينا في نيجيريا ,0.9836065573770492
بعد فراره لمدة 28 عاما، تسلمت إيطاليا أخيرا مواطنها روكو مورابيتو، وهو واحد من أخطر رجال المافيا المطلوبين عالميا.,بعد فراره لمدة 28 عاما، تسلمت إيطاليا أخيرا مواطنها روكو مورابيتو، وهو واحد من أخطر رجال المافيا المطلوبين عالميا.,1.0,"بعد فرار 28 عاما.. ""ملك الكوكايين"" في قبضة إيطاليا أخيرا"," بعد فرار 28 عاما.. ""ملك الكوكايين"" في قبضة إيطاليا أخيرا ",0.9824561403508771
أعلن مساعد الأمين العام لحلف شمال الأطلسي، الثلاثاء، أن التحالف لا يعتزم حاليا إرسال قوات إلى السويد وفنلندا ما إن تستكملا مسار العضوية الذي أطلقتاه هذا الأسبوع.,أعلن مساعد الأمين العام لحلف شمال الأطلسي، الثلاثاء، أن التحالف لا يعتزم حاليا إرسال قوات إلى السويد وفنلندا ما إن تستكملا مسار العضوية الذي أطلقتاه هذا الأسبوع.,1.0,"الناتو يكشف ""خططه العسكرية"" في السويد وفنلندا"," الناتو يكشف ""خططه العسكرية"" في السويد وفنلندا ",0.9782608695652174
سجل الجنيه الإسترليني أدنى مستوى له فيما يزيد على عامين مقابل الدولار، اليوم الأربعاء، مع تشبث رئيس الوزراء البريطاني بوريس جونسون بالسلطة على الرغم من استقالة وزراء بارزين بحكومته.,سجل الجنيه الإسترليني أدنى مستوى له فيما يزيد على عامين مقابل الدولار، اليوم الأربعاء، مع تشبث رئيس الوزراء البريطاني بوريس جونسون بالسلطة على الرغم من استقالة وزراء بارزين بحكومته.,1.0,"ضربة للجنيه الإسترليني.. ""زلزال جونسون"" أم الوضع العالمي؟"," ضربة للجنيه الإسترليني.. ""زلزال جونسون"" أم الوضع العالمي؟ ",0.9827586206896551
أثار نشر نص مكالمة هاتفية بين الرئيس الفرنسي إيمانويل ماكرون ونظيره الروسي فلاديمير بوتن قبيل اندلاع الحرب بين موسكو وكييف، غضبا روسيا وردود فعل واسعة في غضون الساعات الماضية.,أثار نشر نص مكالمة هاتفية بين الرئيس الفرنسي إيمانويل ماكرون ونظيره الروسي فلاديمير بوتن قبيل اندلاع الحرب بين موسكو وكييف، غضبا روسيا وردود فعل واسعة في غضون الساعات الماضية.,1.0,بعد أزمة ماكرون وبوتن.. كيف تتم محادثات الهاتف بين الرؤساء؟, خاص بعد أزمة ماكرون وبوتن.. كيف تتم محادثات الهاتف بين الرؤساء؟ ,0.9516129032258065
ذكر الحاكم الإقليمي لمنطقة لوغانسك الأوكرانية سيرغي جايداي، أن القوات الروسية تخوض قتالا عنيفا وتزحف صوب منطقة دونيتسك، بعد سيطرتها على آخر بلدتين في لوغانسك المجاورة.,ذكر الحاكم الإقليمي لمنطقة لوغانسك الأوكرانية سيرغي جايداي، أن القوات الروسية تخوض قتالا عنيفا وتزحف صوب منطقة دونيتسك، بعد سيطرتها على آخر بلدتين في لوغانسك المجاورة.,1.0,"معركة شرق أوكرانيا.. روسيا ""تعيد توجيه قواتها"""," معركة شرق أوكرانيا.. روسيا ""تعيد توجيه قواتها"" ",0.9787234042553191
قالت وزارة الدفاع الروسية، الأربعاء، إن قواتها دمرت راجمتي صواريخ أميركيتي الصنع، ومخازن ذخيرة خاصة بهما في شرق أوكرانيا.,قالت وزارة الدفاع الروسية، الأربعاء، إن قواتها دمرت راجمتي صواريخ أميركيتي الصنع، ومخازن ذخيرة خاصة بهما في شرق أوكرانيا.,1.0,روسيا تعلن تدمير راجمتي صواريخ أميركيتين شرقي أوكرانيا, روسيا تعلن تدمير راجمتي صواريخ أميركيتين شرقي أوكرانيا ,0.9818181818181818
