description Old,description New ,similarity,Title New,Title Old,similarity
ما زال الوضع غامضا في سريلانكا، يوم الأحد، فيما وافق الرئيس غوتابايا راجابكسا على الاستقالة، بعد إجباره على الفرار من قصره الذي اجتاحته الحشود، عقب تظاهرات حاشدة في كولومبو بسبب الأزمة الكارثية التي عصفت بالبلاد.,ما زال الوضع غامضا في سريلانكا، يوم الأحد، فيما وافق الرئيس غوتابايا راجابكسا على الاستقالة، بعد إجباره على الفرار من قصره الذي اجتاحته الحشود، عقب تظاهرات حاشدة في كولومبو بسبب الأزمة الكارثية التي عصفت بالبلاد.,1.0,رغم فرار الرئيس ووعود الاستقالة.. الغموض يلف سريلانكا, رغم فرار الرئيس ووعود الاستقالة.. الغموض يلف سريلانكا ,0.9814814814814815
"عبرت وزارتا الطاقة والخارجية الأوكرانيتان، يوم الأحد، عن ""خيبة أملهما الشديدة"" إزاء قرار كندا تسليم توربين روسي، خضع للصيانة في منشأة في كندا تعود لشركة ""سيمنز"" الألمانية، إلى ألمانيا.","عبرت وزارتا الطاقة والخارجية الأوكرانيتان، يوم الأحد، عن ""خيبة أملهما الشديدة"" إزاء قرار كندا تسليم توربين روسي، خضع للصيانة في منشأة في كندا تعود لشركة ""سيمنز"" الألمانية، إلى ألمانيا.",1.0,"بعد تسليم ""التوربين"" الروسي.. أوكرانيا مستاءة بشدة من كندا"," بعد تسليم ""التوربين"" الروسي.. أوكرانيا مستاءة بشدة من كندا ",0.9830508474576272
أعلن 3 من كبار المشرعين في حزب المحافظين البريطاني أنهم سيترشحون لخلافة رئيس الوزراء المستقيل بوريس جونسون، ليصل بذلك عدد المتنافسين المعلنين في السباق إلى 8 حتى الآن.,أعلن 3 من كبار المشرعين في حزب المحافظين البريطاني أنهم سيترشحون لخلافة رئيس الوزراء المستقيل بوريس جونسون، ليصل بذلك عدد المتنافسين المعلنين في السباق إلى 8 حتى الآن.,1.0,بريطانيا.. من سيخلف رئيس الوزراء جونسون بعد استقالته؟, بريطانيا.. من سيخلف رئيس الوزراء جونسون بعد استقالته؟ ,0.9814814814814815
صفحة التغطية اليومية المباشرة من بي بي سي نيوز عربي,صفحة التغطية اليومية المباشرة من بي بي سي نيوز عربي,1.0,"إيران تأمل في استئناف أداء مواطنيها للعمرة بعد سنوات من الانقطاع، ومطالبات بالإسراع في إصدار قانون ""المساءلة الطبية"" في مصر - BBC Arabic","إيران تأمل في استئناف أداء مواطنيها للعمرة بعد سنوات من الانقطاع، ومطالبات بالإسراع في إصدار قانون ""المساءلة الطبية"" في مصر",0.9498069498069498
أعلن مسؤولون انفصاليون موالون لموسكو أن قواتهم، المدعومة من القوات الروسية، تمكنت من السيطرة على مناطق جديدة في إقليم دونباس، شرقي أوكرانيا.,أعلن مسؤولون انفصاليون موالون لموسكو أن قواتهم، المدعومة من القوات الروسية، تمكنت من السيطرة على مناطق جديدة في إقليم دونباس، شرقي أوكرانيا.,1.0,أزمة أوكرانيا.. القوات الروسية تسيطر على مناطق جديدة, أزمة أوكرانيا.. القوات الروسية تسيطر على مناطق جديدة ,0.9811320754716981
"رصدت مدينة شنغهاي الصينية، نوعا جديدا من سلالة ""أوميكرون"" المتحورة من فيروس كورونا، في إشارة إلى التعقيدات التي تواجهها الصين بالتعامل مع السلالات المتحورة الجديدة، في الوقت الذي تسعى فيه إلى تحقيق سياسة ""صفر كوفيد"".","رصدت مدينة شنغهاي الصينية، نوعا جديدا من سلالة ""أوميكرون"" المتحورة من فيروس كورونا، في إشارة إلى التعقيدات التي تواجهها الصين بالتعامل مع السلالات المتحورة الجديدة، في الوقت الذي تسعى فيه إلى تحقيق سياسة ""صفر كوفيد"".",1.0,"الصين ترصد نوعا جديدا من المتحور ""أوميكرون"""," الصين ترصد نوعا جديدا من المتحور ""أوميكرون"" ",0.9772727272727273
نشرت السفيرة الأميركية في الجزائر إليزابيث أوبين، مقطع فيديو وهي تتفاوض في أحد أسواق الماشية لشراء أضحية العيد.,نشرت السفيرة الأميركية في الجزائر إليزابيث أوبين، مقطع فيديو وهي تتفاوض في أحد أسواق الماشية لشراء أضحية العيد.,1.0,تفاعل كبير مع فيديو كبش السفيرة الأميركية في الجزائر, تفاعل كبير مع فيديو كبش السفيرة الأميركية في الجزائر ,0.9811320754716981
تستعد الحكومة الفرنسية، لوقف كامل لإمدادات الغاز الروسي، وهو ما تعتبره الاحتمال الأكثر ترجيحا في خططها المستقبلية، حسب ما أوضح وزير المالية الفرنسي، برونو لو مير، الأحد.,تستعد الحكومة الفرنسية، لوقف كامل لإمدادات الغاز الروسي، وهو ما تعتبره الاحتمال الأكثر ترجيحا في خططها المستقبلية، حسب ما أوضح وزير المالية الفرنسي، برونو لو مير، الأحد.,1.0,فرنسا: وقف كل إمدادات الغاز الروسي احتمال حقيقي, فرنسا: وقف كل إمدادات الغاز الروسي احتمال حقيقي ,0.9791666666666666
أعلن الرئيس التونسي قيس سعيد في خطاب مسجل أن هناك بعض الأخطاء في مسودة الدستور المعروض على الاستفتاء وأنه سيتم إصلاحها.,أعلن الرئيس التونسي قيس سعيد في خطاب مسجل أن هناك بعض الأخطاء في مسودة الدستور المعروض على الاستفتاء وأنه سيتم إصلاحها.,1.0,الرئيس التونسي: هناك أخطاء في مشروع الدستور وسيتم إصلاحها, الرئيس التونسي: هناك أخطاء في مشروع الدستور وسيتم إصلاحها ,0.9827586206896551
أوردت وسائل إعلام سورية رسمية أن الرئيس بشار الأسد قام بزيارة نادرة لمحافظة حلب الجمعة لافتتاح محطة توليد كهرباء كانت تحت سيطرة المسلحين وتعرضت لأضرار جسيمة خلال الحرب.,أوردت وسائل إعلام سورية رسمية أن الرئيس بشار الأسد قام بزيارة نادرة لمحافظة حلب الجمعة لافتتاح محطة توليد كهرباء كانت تحت سيطرة المسلحين وتعرضت لأضرار جسيمة خلال الحرب.,1.0,في خطوة نادرة.. بشار الأسد يزور حلب ويفتتح محطة للكهرباء, في خطوة نادرة.. بشار الأسد يزور حلب ويفتتح محطة للكهرباء ,0.9824561403508771
