description Old,description New ,similarity,Title New,Title Old,similarity
"قالت رئيسة مجلس النواب الأميركي نانسي بيلوسي، خلال مؤتمر صحافي في العاصمة اليابانية طوكيو، اليوم الجمعة، إن بلادها ""لن تسمح"" للصين بعزل تايوان.","قالت رئيسة مجلس النواب الأميركي نانسي بيلوسي، خلال مؤتمر صحافي في العاصمة اليابانية طوكيو، اليوم الجمعة، إن بلادها ""لن تسمح"" للصين بعزل تايوان.",1.0,بيلوسي: أميركا لن تسمح للصين بعزل تايوان, بيلوسي: أميركا لن تسمح للصين بعزل تايوان ,0.975609756097561
قال وزير الخارجية الروسي، سيرغي لافروف، الجمعة، إن موسكو مستعدة لمناقشة تبادل السجناء مع واشنطن من خلال القنوات الدبلوماسية القائمة، غداة حكم بسجن لاعبة كرة سلة أميركية 9 سنوات.,قال وزير الخارجية الروسي، سيرغي لافروف، الجمعة، إن موسكو مستعدة لمناقشة تبادل السجناء مع واشنطن من خلال القنوات الدبلوماسية القائمة، غداة حكم بسجن لاعبة كرة سلة أميركية 9 سنوات.,1.0,بعد سجن اللاعبة الأميركية.. لافروف يقدم عرضا لواشنطن, بعد سجن اللاعبة الأميركية.. لافروف يقدم عرضا لواشنطن ,0.9811320754716981
"أعلنت وزارة الدفاع التركية، الأربعاء، عن اكتمال عملية تفتيش سفينة الشحن ""رازوني""، التي تنقل أولى شحنة مصدرة من الحبوب الأوكرانية.","أعلنت وزارة الدفاع التركية، الأربعاء، عن اكتمال عملية تفتيش سفينة الشحن ""رازوني""، التي تنقل أولى شحنة مصدرة من الحبوب الأوكرانية.",1.0,ستتجه إلى لبنان.. تركيا تنهي تفتيش أول سفينة حبوب أوكرانية, ستتجه إلى لبنان.. تركيا تنهي تفتيش أول سفينة حبوب أوكرانية ,0.9830508474576272
في الذكرى الثانية لانفجار مرفأ بيروت في لبنان، انهارت 4 صوامع من الجهة الشمالية للمبنى ولف الغبار الأحياء المجاورة، وسط تساؤلات عن تزامن ذلك مع ذكرى الرابع من أغسطس، اليوم الذي شهد كارثة المرفأ قبل عامين.,في الذكرى الثانية لانفجار مرفأ بيروت في لبنان، انهارت 4 صوامع من الجهة الشمالية للمبنى ولف الغبار الأحياء المجاورة، وسط تساؤلات عن تزامن ذلك مع ذكرى الرابع من أغسطس، اليوم الذي شهد كارثة المرفأ قبل عامين.,1.0,لبنانيون يتساءلون: لماذا انهارت الصوامع في ذكرى الانفجار؟, خاص لبنانيون يتساءلون: لماذا انهارت الصوامع في ذكرى الانفجار؟ ,0.95
"أكد المتحدث باسم البيت الأبيض أن المحادثات النووية مع إيران ""اكتملت تقريبا""، بعد ساعات من استئناف المحادثات غير المباشرة بين الولايات المتحدة وإيران.","أكد المتحدث باسم البيت الأبيض أن المحادثات النووية مع إيران ""اكتملت تقريبا""، بعد ساعات من استئناف المحادثات غير المباشرة بين الولايات المتحدة وإيران.",1.0,"البيت الأبيض: المحادثات النووية مع إيران ""اكتملت تقريبا"""," البيت الأبيض: المحادثات النووية مع إيران ""اكتملت تقريبا"" ",0.9824561403508771
"أرسلت شركة ""بلو أوريجين"" الفضائية التابعة لجيف بيزوس، أول مصرية وأول برتغالي إلى الفضاء، الخميس، خلال رحلة استغرقت نحو عشر دقائق على متن صاروخ يُطلق عليه اسم ""نيو شيبارد"".","أرسلت شركة ""بلو أوريجين"" الفضائية التابعة لجيف بيزوس، أول مصرية وأول برتغالي إلى الفضاء، الخميس، خلال رحلة استغرقت نحو عشر دقائق على متن صاروخ يُطلق عليه اسم ""نيو شيبارد"".",1.0,"بالفيديو.. ""بلو أوريجين"" ترسل أول مصرية إلى الفضاء"," بالفيديو.. ""بلو أوريجين"" ترسل أول مصرية إلى الفضاء ",0.9803921568627451
انهارت 4 من صوامع الحبوب في مرفأ بيروت، الخيمس، في الذكرى الثانية للانفجار المدمر الذي ضرب الميناء وألحق دمارا هائلا بالعاصمة اللبنانية.,انهارت 4 من صوامع الحبوب في مرفأ بيروت، الخيمس، في الذكرى الثانية للانفجار المدمر الذي ضرب الميناء وألحق دمارا هائلا بالعاصمة اللبنانية.,1.0,انهيار 4 من صوامع الحبوب في مرفأ بيروت, انهيار 4 من صوامع الحبوب في مرفأ بيروت ,0.9743589743589743
"رفضت شركة تويتر، الخميس، مزاعم إيلون ماسك في محكمة بولاية ديلاوير بأنه تعرض لخداع فيما يتعلق بالتوقيع على صفقة شراء شركة التواصل الاجتماعي، قائلة إنها مزاعم ""غير قابلة للتصديق ومخالفة للحقيقة"".","رفضت شركة تويتر، الخميس، مزاعم إيلون ماسك في محكمة بولاية ديلاوير بأنه تعرض لخداع فيما يتعلق بالتوقيع على صفقة شراء شركة التواصل الاجتماعي، قائلة إنها مزاعم ""غير قابلة للتصديق ومخالفة للحقيقة"".",1.0,"تويتر: قصة إيلون ماسك ""غير قابلة للتصديق"""," تويتر: قصة إيلون ماسك ""غير قابلة للتصديق"" ",0.9761904761904762
رغم الهدنة الدبلوماسية بين البلدين، توترت الأجواء من جديد بين أذربيجان وأرمينيا بعد تحرك عسكري من باكو سيطرت خلاله على مرتفعات استراتيجية عدة في إقليم ناغورني كاراباخ المتنازع عليه مع يريفان.,رغم الهدنة الدبلوماسية بين البلدين، توترت الأجواء من جديد بين أذربيجان وأرمينيا بعد تحرك عسكري من باكو سيطرت خلاله على مرتفعات استراتيجية عدة في إقليم ناغورني كاراباخ المتنازع عليه مع يريفان.,1.0,"عملية ""الانتقام"".. هل تعود أرمينيا وأذربيجان للحرب مجددا؟"," خاص عملية ""الانتقام"".. هل تعود أرمينيا وأذربيجان للحرب مجددا؟ ",0.95
قالت السلطات الفرنسية، الأربعاء، إن حوتا أبيض ضل طريقه في نهر السين بشمال البلاد، وحثت الناس على الابتعاد عنه حتى لا يشعر بالتوتر.,قالت السلطات الفرنسية، الأربعاء، إن حوتا أبيض ضل طريقه في نهر السين بشمال البلاد، وحثت الناس على الابتعاد عنه حتى لا يشعر بالتوتر.,1.0,"مشهد غريب.. حوت ""تائه"" في نهر قرب باريس"," مشهد غريب.. حوت ""تائه"" في نهر قرب باريس ",0.975
