description Old,description New ,similarity,Title New,Title Old,similarity
رجح خبراء وسياسيون في تونس أن يحظى دستور البلاد الجديد بثقة الشعب، في الاستفتاء الذي يجرى في البلاد الإثنين، ويعد ركن الزاوية في رسم خريطة الطريق التي بدأت في 25 يوليو من العام الماضي.,رجح خبراء وسياسيون في تونس أن يحظى دستور البلاد الجديد بثقة الشعب، في الاستفتاء الذي يجرى في البلاد الإثنين، ويعد ركن الزاوية في رسم خريطة الطريق التي بدأت في 25 يوليو من العام الماضي.,1.0,الاستفتاء على دستور تونس.. هذا ما تقوله التوقعات, خاص الاستفتاء على دستور تونس.. هذا ما تقوله التوقعات ,0.9411764705882353
واصلت أوكرانيا جهودها الأحد لاستئناف تصدير الحبوب من موانئ البحر الأسود، بموجب اتفاق يهدف إلى تخفيف نقص الغذاء العالمي، لكنها حذرت من أن الشحنات ستواجه مشاكل إذا كان قصف روسيا لميناء أوديسا ينذر بالمزيد.,واصلت أوكرانيا جهودها الأحد لاستئناف تصدير الحبوب من موانئ البحر الأسود، بموجب اتفاق يهدف إلى تخفيف نقص الغذاء العالمي، لكنها حذرت من أن الشحنات ستواجه مشاكل إذا كان قصف روسيا لميناء أوديسا ينذر بالمزيد.,1.0,العالم يستعد لشحنات حبوب أوكرانيا.. وروسيا تستمر بالتقدم, العالم يستعد لشحنات حبوب أوكرانيا.. وروسيا تستمر بالتقدم ,0.9824561403508771
"قال الدكتور أشيش جها، منسق جهود مكافحة فيروس كورونا في البيت الأبيض، يوم الأحد، إن الرئيس جو بايدن يشعر ""بتحسن كبير"" بعد أن ثبتت إصابته بالفيروس، موضحا أنه مصاب بالمتحور ""بي إيه.5"" الذي ينتشر في جميع أنحاء البلاد.","قال الدكتور أشيش جها، منسق جهود مكافحة فيروس كورونا في البيت الأبيض، يوم الأحد، إن الرئيس جو بايدن يشعر ""بتحسن كبير"" بعد أن ثبتت إصابته بالفيروس، موضحا أنه مصاب بالمتحور ""بي إيه.5"" الذي ينتشر في جميع أنحاء البلاد.",1.0,البيت الأبيض يكشف جديد الوضع الصحي لبايدن, البيت الأبيض يكشف جديد الوضع الصحي لبايدن ,0.9761904761904762
لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,1.0,"""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان"," ""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان ",0.9777777777777777
وصل أكثر من ألف مهاجر خلال الساعات الأخيرة إلى إيطاليا، فيما ينتظر مئات آخرون أسعفتهم سفن إنسانية في مرفأ استقبال، بحسب ما أفادت المنظمات غير الحكومية والسلطات الإيطالية، يوم الأحد.,وصل أكثر من ألف مهاجر خلال الساعات الأخيرة إلى إيطاليا، فيما ينتظر مئات آخرون أسعفتهم سفن إنسانية في مرفأ استقبال، بحسب ما أفادت المنظمات غير الحكومية والسلطات الإيطالية، يوم الأحد.,1.0,وصول أكثر من ألف مهاجر إلى إيطاليا في غضون ساعات, وصول أكثر من ألف مهاجر إلى إيطاليا في غضون ساعات ,0.9795918367346939
قالت إدارة الإطفاء في مدينة لوس أنجلوس إنما لا يقل عن 7 أشخاص أصيبوا في إطلاق نار في منتزه الأحد، بينما لا يزال منفذ الهجوم طليقا.,قالت إدارة الإطفاء في مدينة لوس أنجلوس إنما لا يقل عن 7 أشخاص أصيبوا في إطلاق نار في منتزه الأحد، بينما لا يزال منفذ الهجوم طليقا.,1.0,"لوس أنجلوس.. إطلاق نار وإصابة 7 والمنفذ ""داخل الحديقة"""," لوس أنجلوس.. إطلاق نار وإصابة 7 والمنفذ ""داخل الحديقة"" ",0.9818181818181818
"أظهرت كاميرا مراقبة لصا يسرق ساعة من سائح كان جالسا في إحدى مقاهي إيطاليا، قبل أن يقرر إعادتها له، وفق ما ذكرت صحيفة ""ذا صن"" البريطانية.","أظهرت كاميرا مراقبة لصا يسرق ساعة من سائح كان جالسا في إحدى مقاهي إيطاليا، قبل أن يقرر إعادتها له، وفق ما ذكرت صحيفة ""ذا صن"" البريطانية.",1.0,بالفيديو.. لص يعيد ساعة بعد سرقتها ويعتذر, بالفيديو.. لص يعيد ساعة بعد سرقتها ويعتذر ,0.9761904761904762
"تحدث وزير الخارجية الروسي، سيرغي لافروف، في جامعة الدول العربي بالقاهرة، الأحد، عن الأسباب التي دفعت بلاده لشن حملتها العسكرية على أوكرانيا، معتبرا أن ""الغرب رفض أخذ مخاوف موسكو بعين الاعتبار بشأن توسع الناتو"".","تحدث وزير الخارجية الروسي، سيرغي لافروف، في جامعة الدول العربي بالقاهرة، الأحد، عن الأسباب التي دفعت بلاده لشن حملتها العسكرية على أوكرانيا، معتبرا أن ""الغرب رفض أخذ مخاوف موسكو بعين الاعتبار بشأن توسع الناتو"".",1.0,لافروف: الغرب رفض أخذ مخاوفنا بعين الاعتبار بشأن توسع الناتو, لافروف: الغرب رفض أخذ مخاوفنا بعين الاعتبار بشأن توسع الناتو ,0.9836065573770492
نفى رئيس شركة تسلا، الملياردير إيلون ماسك، في وقت متأخر الأحد، ارتباطه بعلاقة عاطفية مع زوجة الشريك المؤسس لغوغل.,نفى رئيس شركة تسلا، الملياردير إيلون ماسك، في وقت متأخر الأحد، ارتباطه بعلاقة عاطفية مع زوجة الشريك المؤسس لغوغل.,1.0,ماسك ينفي ارتباطه بعلاقة عاطفية مع زوجة مؤسس غوغل, ماسك ينفي ارتباطه بعلاقة عاطفية مع زوجة مؤسس غوغل ,0.98
قال مسؤولون في إدارة الإطفاء إن حريق غابات يستعر إلى الغرب مباشرة من متنزه يوسيميتي الوطني في ولاية كاليفورنيا الأميركية انتشر بسرعة كبيرة خلال الليل بفعل درجات الحرارة المرتفعة وجفاف الغابات والأحراج مما حوله إلى أحد أكبر حرائق الغابات هذا العام وأجبر آلاف السكان على الفرار من منازلهم.,قال مسؤولون في إدارة الإطفاء إن حريق غابات يستعر إلى الغرب مباشرة من متنزه يوسيميتي الوطني في ولاية كاليفورنيا الأميركية انتشر بسرعة كبيرة خلال الليل بفعل درجات الحرارة المرتفعة وجفاف الغابات والأحراج مما حوله إلى أحد أكبر حرائق الغابات هذا العام وأجبر آلاف السكان على الفرار من منازلهم.,1.0,"كاليفورنيا.. إجلاء الآلاف مع انتشار الحريق ""المدمر"""," كاليفورنيا.. إجلاء الآلاف مع انتشار الحريق ""المدمر"" ",0.9807692307692307
