description Old,description New ,similarity,Title New,Title Old,similarity
"كشفت استطلاعات رأي تونسية أن أكثر من 90 في المئة صوتوا بـ""نعم"" لصالح الدستور الجديد، بعد انتهاء مارثون التصويت على الاستفتاء بالداخل والخارج، ما اعتبره محللون ""رسالة لتنظيم الإخوان الإرهابي بأنهم غير مرغوب فيهم ولن يكون لهم أي دور في تونس الجديدة"".","كشفت استطلاعات رأي تونسية أن أكثر من 90 في المئة صوتوا بـ""نعم"" لصالح الدستور الجديد، بعد انتهاء مارثون التصويت على الاستفتاء بالداخل والخارج، ما اعتبره محللون ""رسالة لتنظيم الإخوان الإرهابي بأنهم غير مرغوب فيهم ولن يكون لهم أي دور في تونس الجديدة"".",1.0,"بـ""نعم للدستور"".. تونس تلفظ إرهاب الإخوان"," خاص بـ""نعم للدستور"".. تونس تلفظ إرهاب الإخوان ",0.9318181818181818
وصل الأمير محمد بن سلمان بن عبدالعزيز ولي العهد السعودي نائب رئيس مجلس الوزراء، اليوم الثلاثاء، إلى جمهورية اليونان، في زيارة رسمية ستقوده أيضا إلى فرنسا.,وصل الأمير محمد بن سلمان بن عبدالعزيز ولي العهد السعودي نائب رئيس مجلس الوزراء، اليوم الثلاثاء، إلى جمهورية اليونان، في زيارة رسمية ستقوده أيضا إلى فرنسا.,1.0,ولي العهد السعودي يصل اليونان في زيارة رسمية, ولي العهد السعودي يصل اليونان في زيارة رسمية ,0.9777777777777777
اتفقت دول الاتحاد الأوروبي، اليوم الثلاثاء، على إجراءات طارئة لتقليل استخدامها للغاز في الشتاء المقبل، في وقت تواجه فيه أوروبا غموضا يتعلق بإمدادات الغاز من روسيا في الشتاء.,اتفقت دول الاتحاد الأوروبي، اليوم الثلاثاء، على إجراءات طارئة لتقليل استخدامها للغاز في الشتاء المقبل، في وقت تواجه فيه أوروبا غموضا يتعلق بإمدادات الغاز من روسيا في الشتاء.,1.0,أوروبا تتفق على خفض استهلاك الغاز في الشتاء, أوروبا تتفق على خفض استهلاك الغاز في الشتاء ,0.9772727272727273
"قالت وزارة الخارجية الأميركية، اليوم الثلاثاء، إنها أصيبت بالدهشة من إعلان روسيا أنها تعتزم الانسحاب من محطة الفضاء الدولية، ووصفته بأنه ""تطور مؤسف"".","قالت وزارة الخارجية الأميركية، اليوم الثلاثاء، إنها أصيبت بالدهشة من إعلان روسيا أنها تعتزم الانسحاب من محطة الفضاء الدولية، ووصفته بأنه ""تطور مؤسف"".",1.0,أميركا ترد على إعلان روسيا الانسحاب من محطة الفضاء الدولية, أميركا ترد على إعلان روسيا الانسحاب من محطة الفضاء الدولية ,0.9830508474576272
دان مجلس الأمن الهجوم الذي وقع في محافظة دهوك بالعراق، وأسفر عن مقتل تسعة مدنيين على الأقل، بعد رسالة شكوى وجهتها الخارجية العراقية.,دان مجلس الأمن الهجوم الذي وقع في محافظة دهوك بالعراق، وأسفر عن مقتل تسعة مدنيين على الأقل، بعد رسالة شكوى وجهتها الخارجية العراقية.,1.0,مجلس الأمن يدين الهجوم في دهوك ويؤكد دعمه لاستقلالية العراق, مجلس الأمن يدين الهجوم في دهوك ويؤكد دعمه لاستقلالية العراق ,0.9833333333333333
يوم أسود شهدته كندا، بعد عملية إطلاق نار أدت لسقوط ضحايا، وبعد كشف بعض التفاصيل، توجهت أصابع الاتهام لمذيع راديو شهير، قد يكون حرض على العملية الدموية.,يوم أسود شهدته كندا، بعد عملية إطلاق نار أدت لسقوط ضحايا، وبعد كشف بعض التفاصيل، توجهت أصابع الاتهام لمذيع راديو شهير، قد يكون حرض على العملية الدموية.,1.0,اتهامات وشك.. هل أدت كلمات مذيع لعملية إطلاق النار في كندا؟, اتهامات وشك.. هل أدت كلمات مذيع لعملية إطلاق النار في كندا؟ ,0.9833333333333333
لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,لجأت السلطات اليونانية إلى حيلة ذكية، نجحت في وقف تمدد حريق هائل في جزيرة ليسبوس، في ساعة مبكرة من صباح الإثنين.,1.0,"""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان"," ""حيلة عبقرية"" تنجح في وقف تمدد حرائق اليونان ",0.9777777777777777
قال مسؤول السياسة الخارجية بالاتحاد الأوروبي، جوزيب بوريل، يوم الثلاثاء، إنه اقترح مسودة نص جديد لإحياء الاتفاق النووي الإيراني المبرم عام 2015، مضيفا أنه لم يعد هناك مجال لمزيد من التنازلات الكبيرة.,قال مسؤول السياسة الخارجية بالاتحاد الأوروبي، جوزيب بوريل، يوم الثلاثاء، إنه اقترح مسودة نص جديد لإحياء الاتفاق النووي الإيراني المبرم عام 2015، مضيفا أنه لم يعد هناك مجال لمزيد من التنازلات الكبيرة.,1.0,"""انتهت التنازلات"".. مبادرة أوروبية لإحياء اتفاق نووي إيران"," ""انتهت التنازلات"".. مبادرة أوروبية لإحياء اتفاق نووي إيران ",0.9830508474576272
ذكرت وكالة تاس الروسية للأنباء، اليوم الثلاثاء، أن حريقا كبيرا اندلع في مستودع نفط في منطقة بوديونوفسكي في دونيتسك شرقي أوكرانيا بعد أن قصفت القوات الأوكرانية المنطقة.,ذكرت وكالة تاس الروسية للأنباء، اليوم الثلاثاء، أن حريقا كبيرا اندلع في مستودع نفط في منطقة بوديونوفسكي في دونيتسك شرقي أوكرانيا بعد أن قصفت القوات الأوكرانية المنطقة.,1.0,حريق كبير بمستودع نفط في دونيتسك بعد قصف أوكراني, حريق كبير بمستودع نفط في دونيتسك بعد قصف أوكراني ,0.9795918367346939
"كشف وزير الدفاع الإسرائيلي بيني غانتس، عن إطلاق بطارية صواريخ من طراز ""إس 300"" النار على طائرات سلاح الجو الإسرائيلي في سوريا في مايو الماضي.","كشف وزير الدفاع الإسرائيلي بيني غانتس، عن إطلاق بطارية صواريخ من طراز ""إس 300"" النار على طائرات سلاح الجو الإسرائيلي في سوريا في مايو الماضي.",1.0,"إسرائيل تكشف واقعة ""صاروخ إس 300"" في سوريا"," إسرائيل تكشف واقعة ""صاروخ إس 300"" في سوريا ",0.9767441860465116
