description Old,description New ,similarity,Title New,Title Old,similarity
وقعت أوكرانيا وروسيا، الجمعة في إسطنبول، اتفاقين منفصلين مع تركيا والأمم المتحدة بشأن تصدير الحبوب والمنتجات الزراعية عبر البحر الأسود.,وقعت أوكرانيا وروسيا، الجمعة في إسطنبول، اتفاقين منفصلين مع تركيا والأمم المتحدة بشأن تصدير الحبوب والمنتجات الزراعية عبر البحر الأسود.,1.0,فيديو.. روسيا وأوكرانيا توقعان اتفاق تصدير الحبوب في إسطنبول, فيديو.. روسيا وأوكرانيا توقعان اتفاق تصدير الحبوب في إسطنبول ,0.9836065573770492
بعد رئيس الوزراء البريطاني بوريس جونسون الذي ودع مجلس العموم (البرلمان)، الأربعاء، تقدم رئيس الوزراء الإيطالي ماريو دراغي بالاستقالة من منصبه، حيث وافق الرئيس سيرجو ماتاريلا عليها هذه المرة، طالبا منه قيادة حكومة تصريف أعمال، بعد رفضه طلب الاستقالة الأول قبل أيام قليلة.,بعد رئيس الوزراء البريطاني بوريس جونسون الذي ودع مجلس العموم (البرلمان)، الأربعاء، تقدم رئيس الوزراء الإيطالي ماريو دراغي بالاستقالة من منصبه، حيث وافق الرئيس سيرجو ماتاريلا عليها هذه المرة، طالبا منه قيادة حكومة تصريف أعمال، بعد رفضه طلب الاستقالة الأول قبل أيام قليلة.,1.0,رحيل دراغي وانتخابات مبكرة.. كيف عبثت حرب أوكرانيا بإيطاليا؟, خاص رحيل دراغي وانتخابات مبكرة.. كيف عبثت حرب أوكرانيا بإيطاليا؟ ,0.9523809523809523
"رفضت الحكومة التركية، على لسان وزير الخارجية، الاتهامات الموجهة لها بتنفيذ ضربة أودت بحياة مدنيين في شمال العراق، بينما دانت جامعة الدول العربية ""الهجوم التركي"".","رفضت الحكومة التركية، على لسان وزير الخارجية، الاتهامات الموجهة لها بتنفيذ ضربة أودت بحياة مدنيين في شمال العراق، بينما دانت جامعة الدول العربية ""الهجوم التركي"".",1.0,"تركيا ترفض اتهامات هجوم شمال العراق: لا تقعوا في ""الفخ"""," تركيا ترفض اتهامات هجوم شمال العراق: لا تقعوا في ""الفخ"" ",0.9821428571428571
تواصلت المواجهات بين المجموعات المسلحة في العاصمة الليبية طرابلس، ظهر الجمعة، من منطقة السبعة شرقًا ووصولًا إلى جزيرة الفرناج، مما أسفر عن سقوط قتلى بينهم مدنيين.,تواصلت المواجهات بين المجموعات المسلحة في العاصمة الليبية طرابلس، ظهر الجمعة، من منطقة السبعة شرقًا ووصولًا إلى جزيرة الفرناج، مما أسفر عن سقوط قتلى بينهم مدنيين.,1.0,قتلى مدنيون باشتباكات عنيفة بين الميليشيات في العاصمة طرابلس, قتلى مدنيون باشتباكات عنيفة بين الميليشيات في العاصمة طرابلس ,0.9836065573770492
"رغم عودة ضخ الغاز من روسيا إلى ألمانيا، إلا أن برلين اعتبرت موسكو ""شريكا غير موثوق به"" في مجال الطاقة.","رغم عودة ضخ الغاز من روسيا إلى ألمانيا، إلا أن برلين اعتبرت موسكو ""شريكا غير موثوق به"" في مجال الطاقة.",1.0,بعد عودة تدفق الغاز الروسي إلى أوروبا.. ألمانيا تهاجم موسكو, بعد عودة تدفق الغاز الروسي إلى أوروبا.. ألمانيا تهاجم موسكو ,0.9833333333333333
قتل 3 عسكريين سوريين وأصيب 7 آخرين في قصف صاروخي إسرائيلي استهدف مواقع قرب دمشق، في الساعات الأولى من صباح الجمعة بالتوقيت المحلي، حسبما أعلنت وكالة الأنباء السورية (سانا).,قتل 3 عسكريين سوريين وأصيب 7 آخرين في قصف صاروخي إسرائيلي استهدف مواقع قرب دمشق، في الساعات الأولى من صباح الجمعة بالتوقيت المحلي، حسبما أعلنت وكالة الأنباء السورية (سانا).,1.0,مقتل 3 عسكريين سوريين وإصابة 7 في قصف إسرائيلي قرب دمشق, مقتل 3 عسكريين سوريين وإصابة 7 في قصف إسرائيلي قرب دمشق ,0.9821428571428571
احتدمت المنافسة داخل حزب المحافظين في بريطانيا حول خليفة رئيس الوزراء بوريس جونسون، بين كل من وزير المالية السابق ريشي سوناك، ووزيرة الخارجية ليز تراس.,احتدمت المنافسة داخل حزب المحافظين في بريطانيا حول خليفة رئيس الوزراء بوريس جونسون، بين كل من وزير المالية السابق ريشي سوناك، ووزيرة الخارجية ليز تراس.,1.0,"ابن المهاجرين أم ""المرأة الحديدية"".. من يقود حكومة بريطانيا؟"," خاص ابن المهاجرين أم ""المرأة الحديدية"".. من يقود حكومة بريطانيا؟ ",0.9523809523809523
تراجعت موجة حرائق الغابات الأخيرة في أوروبا وسط درجات حرارة منخفضة، الخميس، مع عدم وجود تقارير عن اندلاع حرائق في البرتغال، بينما بدأ رجال الإطفاء الفرنسيون السيطرة على حريقين كبيرين، وأخمدت إسبانيا حريقا أودى بحياة شخصين في نهاية الأسبوع الماضي.,تراجعت موجة حرائق الغابات الأخيرة في أوروبا وسط درجات حرارة منخفضة، الخميس، مع عدم وجود تقارير عن اندلاع حرائق في البرتغال، بينما بدأ رجال الإطفاء الفرنسيون السيطرة على حريقين كبيرين، وأخمدت إسبانيا حريقا أودى بحياة شخصين في نهاية الأسبوع الماضي.,1.0,تراجع حرائق الغابات في أوروبا بعد انخفاض درجات الحرارة, تراجع حرائق الغابات في أوروبا بعد انخفاض درجات الحرارة ,0.9818181818181818
"قال الرئيس الأميركي جو بايدن، أمس الخميس، إن الزيارة التي تعتزم القيام بها رئيسة مجلس النواب الأميركي، نانسي بيلوسي، إلى تايوان ""ليست فكرة جيدة"" بنظر الجيش الأميركي.","قال الرئيس الأميركي جو بايدن، أمس الخميس، إن الزيارة التي تعتزم القيام بها رئيسة مجلس النواب الأميركي، نانسي بيلوسي، إلى تايوان ""ليست فكرة جيدة"" بنظر الجيش الأميركي.",1.0,"بايدن: زيارة نانسي بيلوسي لتايوان ""ليست فكرة جيدة"""," بايدن: زيارة نانسي بيلوسي لتايوان ""ليست فكرة جيدة"" ",0.9803921568627451
قال رئيس المخابرات المركزية الأميركية، وليام بيرنز، إن الرئيس الروسي فلاديمير بوتن يتمتع بصحة جيدة للغاية، قاطعا الطريق على تقارير غربية متكررة شككت في صحة بوتن البالغ من العمر (69 عاما).,قال رئيس المخابرات المركزية الأميركية، وليام بيرنز، إن الرئيس الروسي فلاديمير بوتن يتمتع بصحة جيدة للغاية، قاطعا الطريق على تقارير غربية متكررة شككت في صحة بوتن البالغ من العمر (69 عاما).,1.0,"بشهادة المخابرات الأميركية.. صحة بوتن ""أكثر من ممتازة"""," بشهادة المخابرات الأميركية.. صحة بوتن ""أكثر من ممتازة"" ",0.9818181818181818
